Technischer Schlüssel;Schlüssel;Objektnummer;Bezirk;Ortsteil;Art der Grünanlage;Name der Grünanlage;Namenszusatz der Grünanlage;Baujahr;letztes Sanierungsjahr;Größe in m² (Kataster);Widmung;Nummer des Planungsraumes;Name des Planungsraumes
00008100_0011e28e;00008100:0011e28e;50093;Spandau;Hakenfelde;Grünanlage;Boca-Raton-Grünanlage;Ecke Asnièrestraße am Maselakekanalsteg;2001;-;1724,00;gewidmet;05100103;Mertensstraße
00008100_0011de02;00008100:0011de02;30760;Spandau;Wilhelmstadt;Grünanlage;Wilhelmstraße-Grünfläche;angrenzend Stadion Wilhelmstraße u Bertholdt-BrechtOS ;-;-;2427,00;gewidmet;05200630;Wilhelmstadt West
00008100_0011e10c;00008100:0011e10c;00558;Spandau;Haselhorst;Grünanlage;Paulsternstr. 34;Am Feuerwehrstützpunkt;-;-;5140,00;gewidmet;05300840;Nonnendammallee
00008100_0011df2f;00008100:0011df2f;60101;Spandau;Kladow;Grünanlage;Cladow Center-Vorplatz ;Kladower Damm ;-;-;584,00;gewidmet;05400944;Kladower Damm
00008100_0011e0f4;00008100:0011e0f4;31160;Spandau;Spandau;Grünanlage;Hügelschanze-I;Dreieck  Askanierring-Falkenhagener Str.;-;-;1318,00;gewidmet;05100315;Ackerstraße
00008100_001041f4;00008100:001041f4;00837;Reinickendorf;Wittenau;Grünanlage;Eichborndamm-Gorkistr.;Wanderweg am Nordgraben;-;-;34677,80;gewidmet;12500927;Wittenau Nord
00008100_0011de10;00008100:0011de10;31450;Spandau;Spandau;Grünanlage;Charlottenburger Chaussee 54/74;am Güterbahnhof;-;-;8129,00;gewidmet;05100317;Freiheit
00008100_001044a0;00008100:001044a0;00598;Reinickendorf;Heiligensee;Grünanlage;Grabens. Hlgs., Haselgraben;-;-;-;12178,60;gewidmet;12400617;Alt-Heiligensee
00008100_00210595;00008100:00210595;36090;Reinickendorf;Waidmannslust;Grünanlage;Steinbergpark, Rodelbahn;-;-;-;6893,50;gewidmet;12500928;Waidmannslust
00008100_001045ea;00008100:001045ea;01324;Reinickendorf;Konradshöhe/Tegelort;Grünanlage;Falkenplatz;-;-;-;5998,50;gewidmet;12400616;Konradshöhe/Tegelort
00008100_0010420f;00008100:0010420f;00839;Reinickendorf;Wittenau;Grünanlage;Rosentreterpromenade, Wanderweg bis Hermsdorfer Str.;-;-;-;4296,70;gewidmet;12500927;Wittenau Nord
00008100_0010448f;00008100:0010448f;00477;Reinickendorf;Reinickendorf;Grünanlage;Roedernallee, Alt-Rdf.-Lindauer Allee;-;-;-;3012,70;gewidmet;12100205;Teichstraße
00008100_001045ef;00008100:001045ef;01351;Reinickendorf;Reinickendorf;Grünanlage;Septimerbecken (Winterthurstr.-Scharnweberstr.);-;-;-;23322,70;gewidmet;12100204;Schäfersee
00008100_001c968a;00008100:001c968a;18GA02;Lichtenberg;Lichtenberg;Grünanlage;Gudrunstr. 20;hinter dem Friedhof;-;-;22274,00;gewidmet;11300721;Herzbergstraße
00008100_001c96c3;00008100:001c96c3;18GA13;Lichtenberg;Lichtenberg;Grünanlage;Park Herzberge nördlich d. Krankenhausschule;-;-;-;30108,00;gewidmet;11300721;Herzbergstraße
00008100_001c96a2;00008100:001c96a2;25GA05;Lichtenberg;Friedrichsfelde;Grünanlage;Rosenfelder Ring 62 - 68;-;-;-;4597,00;gewidmet;11401032;Rosenfelder Ring
00008100_001c9496;00008100:001c9496;22GA10;Lichtenberg;Lichtenberg;Grünanlage;Frankfurter Allee 188-192 / Grünanlage;-;-;-;4111,00;gewidmet;11300826;Frankfurter Allee Süd
00008100_001c92ea;00008100:001c92ea;05GA03;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Warnitzer Bogen / GA;-;-;-;21133,00;gewidmet;11100204;Falkenberg West
00008100_001c9322;00008100:001c9322;05GA02;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Randowstr. 29 / Grünanlage;-;-;-;7866,00;gewidmet;11100204;Falkenberg West
00008100_001c9435;00008100:001c9435;04GA08;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Biesenbrower Str. 58-72, Welsestr. 37-39;-;-;-;1563,00;gewidmet;11100203;Falkenberg Ost
00008100_001c9349;00008100:001c9349;02GA24;Lichtenberg;Wartenberg;Grünanlage;Luch Magaretenhöhe / Schutzgebiet;-;-;-;43333,00;gewidmet;11100101;Dörfer Malchow-Wartenberg
00008100_001c957a;00008100:001c957a;07GA01;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Krummer Pfuhl / Grünanlage;Südlich Ernst-Barlach-Str. 11;-;2022;8256,00;gewidmet;11100206;Wartenberg Nord
00008100_001c956d;00008100:001c956d;02GA10;Lichtenberg;Wartenberg;Grünanlage;Treue Herzenspfuhl / Grünanlage;Nähe Schweriner Ring;-;2001;8547,00;gewidmet;11100101;Dörfer Malchow-Wartenberg
00008100_0011de0b;00008100:0011de0b;30520;Spandau;Kladow;Grünanlage;Alt-Kladow Dorfaue;am Bürgerhaus;-;-;5021,00;gewidmet;05400943;Jägerallee
00008100_0011e0e9;00008100:0011e0e9;30050;Spandau;Falkenhagener Feld;Grünanlage;Germersheimer Weg;zw. nördl. Häuserguppe;-;-;3915,00;gewidmet;05100210;Germersheimer Platz
00008100_001c92d3;00008100:001c92d3;10GA02;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Wartenberger Str. /Grünanlage;-;-;-;15908,00;gewidmet;11100309;Mühlengrund
00008100_001c9543;00008100:001c9543;26GA03;Lichtenberg;Friedrichsfelde;Grünanlage;"Marzahner Ch./an KGA ""Akazienwäldchen/GA";-;-;2003;2225,00;gewidmet;11401033;Gensinger Straße
00008100_002aed2f;00008100:002aed2f;00740;Spandau;Hakenfelde;Grünanlage;Frieda-Arnheim-Promenade-GA;zw Brauereihof-Triftstaße an der Havel;2002;-;2964,00;gewidmet;05100313;Eiswerder
00008100_001c957f;00008100:001c957f;03GA03;Lichtenberg;Falkenberg;Grünanlage;Gutspark Falkenberg / Große Weite;-;-;-;69641,00;gewidmet;11100102;Dorf Falkenberg
00008100_001c9687;00008100:001c9687;28GA37;Lichtenberg;Friedrichsfelde;Grünanlage;Rummelsburger Str. 71-73;(ehemals Friedhof);-;-;24713,00;gewidmet;11401136;Volkradstraße
00008100_001c94d1;00008100:001c94d1;28GA18;Lichtenberg;Friedrichsfelde;Grünanlage;Erieseering/ Promenade;-;-;-;1862,00;gewidmet;11401137;Erieseering
00008100_001c94b5;00008100:001c94b5;28GA05;Lichtenberg;Friedrichsfelde;Grünanlage;Sewanstr. / Schwimmhalle;-;-;-;1895,00;gewidmet;11401137;Erieseering
00008100_001c966d;00008100:001c966d;29GA09;Lichtenberg;Rummelsburg;Grünanlage;Rummelsburger Bucht / Interimslösung;Berlin Campus;-;-;9923,00;gewidmet;11501238;Rummelsburg
00008100_001c9525;00008100:001c9525;29GA03;Lichtenberg;Rummelsburg;Grünanlage;Rummelsburger Bucht / Wasserstadt (Anger);-;1999;-;2336,00;gewidmet;11501238;Rummelsburg
00008100_001c9405;00008100:001c9405;21GA13;Lichtenberg;Lichtenberg;Grünanlage;Nibelungenpark/ ggü. Hagenstr.28-32;-;-;-;5965,00;gewidmet;11300725;Nibelungenviertel
00008100_002869de;00008100:002869de;06GA03;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Grevesmühlener Str. 43 / GA hinter 'Leo's Hütte';-;-;-;1205,00;gewidmet;11100205;Wartenberg Süd
00008100_0028fd03;00008100:0028fd03;32GA11;Lichtenberg;Karlshorst;Grünanlage;Hegemeisterweg 1;-;-;-;3856,00;gewidmet;11501341;Karlshorst Süd
00008100_0029dc2c;00008100:0029dc2c;02GA39;Lichtenberg;Wartenberg;Grünanlage;Wartenberger Feldmarkweg;-;-;-;24978,00;gewidmet;11100101;Dörfer Malchow-Wartenberg
00008100_002abc32;00008100:002abc32;03GA21;Lichtenberg;Falkenberg;Grünanlage;Fläche westlich des Tierfriedhofs;Falkenberg;-;-;15934,00;gewidmet;11100102;Dorf Falkenberg
00008100_0011e326;00008100:0011e326;00267;Spandau;Haselhorst;Grünanlage;Spandauer Horn-Spreeschanze;Am Juliusturm-histor Fa Kuke;-;-;11683,00;gewidmet;05300736;Zitadellenweg
00008100_001c9684;00008100:001c9684;32GA06;Lichtenberg;Karlshorst;Grünanlage;"Rahmengrün an KGA ""Am E-Werk""";Hegemeisterweg;-;-;11029,00;gewidmet;11501341;Karlshorst Süd
00008100_001c92e8;00008100:001c92e8;15GA15;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Joachimsthaler  Str. 4-10 / Biesenthaler Str. 2-8;-;-;-;2480,00;gewidmet;11200514;Landsberger Allee
00008100_001c948e;00008100:001c948e;18GA10;Lichtenberg;Lichtenberg;Grünanlage;Grenzgraben westlich Zentralfriedhof;-;-;-;10182,00;gewidmet;11300721;Herzbergstraße
00008100_001c969a;00008100:001c969a;18GA18;Lichtenberg;Lichtenberg;Grünanlage;Siegfriedstr. / Rheinhardsbrunner Str.;Regenrückhaltebecken/geschütztes Biotop;-;-;16625,00;gewidmet;11300721;Herzbergstraße
00008100_001c94ea;00008100:001c94ea;25GA01;Lichtenberg;Friedrichsfelde;Grünanlage;Rosenfelder Ring 15 ggü. 145-147, bis 29;-;-;-;4984,00;gewidmet;11401032;Rosenfelder Ring
00008100_001c9681;00008100:001c9681;21GA11;Lichtenberg;Lichtenberg;Grünanlage;"Rahmengrün an KGA ""Siegfriedslust""";Bornitzstr.;-;-;3548,00;gewidmet;11300723;Bornitzstraße
00008100_001c9584;00008100:001c9584;28GA16;Lichtenberg;Friedrichsfelde;Grünanlage;Erich-Kurz-Str. 9-11 / Upstallweg;-;-;-;3608,00;gewidmet;11401137;Erieseering
00008100_001c9688;00008100:001c9688;21GA09;Lichtenberg;Lichtenberg;Grünanlage;Rudolf Reusch Str. 4-10;ehemals Friedhof;-;-;15556,00;gewidmet;11300722;Rathaus Lichtenberg
00008100_001c9460;00008100:001c9460;31GA04;Lichtenberg;Karlshorst;Grünanlage;Robert-Siewert-Str. / Brehmstr.;-;-;-;5213,00;gewidmet;11501340;Karlshorst Nord
00008100_001c9332;00008100:001c9332;02GA14;Lichtenberg;Wartenberg;Grünanlage;Barnimer Dörferweg (Malchow-Wartenberg);-;-;-;41696,00;gewidmet;11100101;Dörfer Malchow-Wartenberg
00008100_001c9587;00008100:001c9587;28GA33;Lichtenberg;Friedrichsfelde;Grünanlage;Upstallweg / Osterwäldchen;-;-;-;19193,00;gewidmet;11401137;Erieseering
00008100_001c94a8;00008100:001c94a8;19GA03;Lichtenberg;Fennpfuhl;Grünanlage;Paul-Junius-Str. 37-50 Grünanl. Wolfgangpfuhl;-;-;-;10480,00;gewidmet;11300619;Rudolf-Seiffert-Park
00008100_001c9350;00008100:001c9350;02GA21;Lichtenberg;Wartenberg;Grünanlage;An der Margaretenhöhe / Fläche beidseitig der Straße;-;-;-;44507,00;gewidmet;11100101;Dörfer Malchow-Wartenberg
00008100_001c92ed;00008100:001c92ed;08GA03;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Wustrower Str./Lärmschutzwall;-;-;-;38680,00;gewidmet;11100307;Zingster Straße Ost
00008100_001c92fe;00008100:001c92fe;08GA06;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Am Berl / Grünanlage;-;-;-;19613,00;gewidmet;11100307;Zingster Straße Ost
00008100_002d9c1a;00008100:002d9c1a;32073;Spandau;Kladow;Grünanlage;Verlängerte Uferpromenade-GA II;ggü Badestelle sog.Moorloch;-;-;30074,00;gewidmet;05400943;Jägerallee
00008100_001c92ff;00008100:001c92ff;09GA05;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Hohenschönhauser Weg / Grünanlage (Kletterfelsen);-;-;-;28008,00;gewidmet;11100308;Zingster Straße West
00008100_001c945b;00008100:001c945b;32GA07;Lichtenberg;Karlshorst;Grünanlage;Carlsgarten / 1. BA / Binnendüne / GA;-;-;-;73026,00;gewidmet;11501341;Karlshorst Süd
00008100_001c9567;00008100:001c9567;28GA30;Lichtenberg;Friedrichsfelde;Grünanlage;Moldaustr. 2-37 /Kraatzgraben;-;-;-;14821,00;gewidmet;11401136;Volkradstraße
00008100_001c9605;00008100:001c9605;28GA25;Lichtenberg;Friedrichsfelde;Grünanlage;Rummelsburgerstr. 47,49,51;-;-;-;12437,00;gewidmet;11401136;Volkradstraße
00008100_001c9580;00008100:001c9580;28GA35;Lichtenberg;Friedrichsfelde;Grünanlage;Salzmannstr. (südl.) 35 - 39;-;-;-;2257,00;gewidmet;11401135;Dolgenseestraße
00008100_001c96cb;00008100:001c96cb;24GA11;Lichtenberg;Friedrichsfelde;Grünanlage;Alfred-Kowalke-Str. 34 / Straße Am Tierpark 22-26;-;-;2021;10096,00;gewidmet;11400931;Massower Straße
00008100_001c9674;00008100:001c9674;29GA07;Lichtenberg;Rummelsburg;Grünanlage;Rummelsburger Bucht / Uferweg/ Bolleufer;-;-;-;13524,00;gewidmet;11501238;Rummelsburg
00008100_002165fd;00008100:002165fd;18GA20;Lichtenberg;Lichtenberg;Grünanlage;Allee der Kosmonauten 19c;-;-;-;4425,00;gewidmet;11300721;Herzbergstraße
00008100_0028312b;00008100:0028312b;28GA39;Lichtenberg;Friedrichsfelde;Grünanlage;Dolgenseestr. 43 / Rodelberg / GA;-;-;-;6737,00;gewidmet;11401135;Dolgenseestraße
00008100_0029da99;00008100:0029da99;02GA38;Lichtenberg;Wartenberg;Grünanlage;Wiesenweg / Wartenberger Feldmark;-;-;-;2932,00;gewidmet;11100101;Dörfer Malchow-Wartenberg
00008100_002adbaf;00008100:002adbaf;01GA16;Lichtenberg;Malchow;Grünanlage;Weidefläche zw. Zingster Str. und Wartenberger Weg;-;-;-;79822,00;gewidmet;11100101;Dörfer Malchow-Wartenberg
00008100_002da72e;00008100:002da72e;30712;Spandau;Staaken;Grünanlage;Bullengrabengrünzug VII-histor sog Grohmannfläche;LPV-Pflege südl Stieglakebecken;-;2021;27321,00;gewidmet;05200525;Pillnitzer Weg
00008100_00146e1d;00008100:00146e1d;50087;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Hallesches Ufer zw. Schöneberger u. Möckernbrücke;-;-;-;4723,00;gewidmet;02100101;Askanischer Platz
00008100_002adc20;00008100:002adc20;01GA17;Lichtenberg;Malchow;Grünanlage;Malchower See Park / HSH Weg;-;-;-;87848,00;gewidmet;11100101;Dörfer Malchow-Wartenberg
00008100_001c930e;00008100:001c930e;15GA12;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Liebenwalder Str.20/22 / Grünanlage an Schule;-;-;-;2860,00;gewidmet;11200514;Landsberger Allee
00008100_00282e63;00008100:00282e63;60565;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Matthiasstr./ Pufendorfstr.;Eckgrundst., ggü. Pufendorfstr. 7A;-;-;366,00;gewidmet;02400521;Friedenstraße
00008100_002de181;00008100:002de181;60067;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Ratiborstr. 14E-G;Reichenberger Str.;-;-;206,00;gewidmet;02300418;Reichenberger Straße Ost
00008100_001c96c0;00008100:001c96c0;18GA11;Lichtenberg;Lichtenberg;Grünanlage;Park Herzberge / Allee der Kosmonauten 16 ;-;-;-;35331,00;gewidmet;11300721;Herzbergstraße
00008100_001c949f;00008100:001c949f;22GA03;Lichtenberg;Lichtenberg;Grünanlage;Wilhelm -Guddorf-Str. / Mauritiuskirchstr.;-;-;-;1247,00;gewidmet;11300826;Frankfurter Allee Süd
00008100_001c955d;00008100:001c955d;28GA20;Lichtenberg;Friedrichsfelde;Grünanlage;Sewanstr. 263-273 / Otto-Schmirgalstr. 8 / Grünanl;-;-;-;2100,00;gewidmet;11401137;Erieseering
00008100_001c96bd;00008100:001c96bd;21GA01;Lichtenberg;Lichtenberg;Grünanlage;Gutspark am Loeperplatz / Möllendorfsstr. 34-39;-;-;-;17033,00;gewidmet;11300722;Rathaus Lichtenberg
00008100_001c94c0;00008100:001c94c0;21GA06;Lichtenberg;Lichtenberg;Grünanlage;Rathausstr. / Rudolf-Reusch-Str.1-3;-;-;-;619,00;gewidmet;11300722;Rathaus Lichtenberg
00008100_001c9565;00008100:001c9565;22GA08;Lichtenberg;Lichtenberg;Grünanlage;Frankfurter  Allee 178-186 / Grünanlage;-;-;1995;1836,00;gewidmet;11300826;Frankfurter Allee Süd
00008100_001c9627;00008100:001c9627;03GA06;Lichtenberg;Falkenberg;Grünanlage;Dorfstr. 50c (Falkenberg) Feldweg;-;-;-;390,00;gewidmet;11100102;Dorf Falkenberg
00008100_001c9672;00008100:001c9672;04GA02;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Quartierspark Randowstr. 11-13 / Grünanl;-;-;-;10107,00;gewidmet;11100203;Falkenberg Ost
00008100_001c9303;00008100:001c9303;08GA08;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Am Berl / Naturschutzfläche;-;-;-;7912,00;gewidmet;11100307;Zingster Straße Ost
00008100_001c931c;00008100:001c931c;02GA26;Lichtenberg;Wartenberg;Grünanlage;Flächen zw. der B2 und der Ahornallee;-;-;-;22847,00;gewidmet;11100101;Dörfer Malchow-Wartenberg
00008100_001c943a;00008100:001c943a;01GA11;Lichtenberg;Malchow;Grünanlage;Malchow Dorfstr. 36-38;-;-;-;806,00;gewidmet;11100101;Dörfer Malchow-Wartenberg
00008100_001c9300;00008100:001c9300;08GA07;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Wustrower Park;-;-;-;41732,00;gewidmet;11100307;Zingster Straße Ost
00008100_001c9601;00008100:001c9601;26GA02;Lichtenberg;Friedrichsfelde;Grünanlage;Gensinger Straße  37-49 (Grünzug);-;-;-;3054,00;gewidmet;11401033;Gensinger Straße
00008100_00307987;00008100:00307987;60220;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Bernburger Str. 14-15;Vor Spielplatz;-;-;322,00;gewidmet;02100101;Askanischer Platz
00008100_0033cf73;00008100:0033cf73;60298;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Lasdehner Str./ Hildegard-Jadamowitz-Str.;-;-;2018;624,00;gewidmet;02400624;Weberwiese
00008100_001c9504;00008100:001c9504;03GA02;Lichtenberg;Falkenberg;Grünanlage;Gutspark Falkenberg / Dorfstraße Falkenberg;-;-;-;28242,00;gewidmet;11100102;Dorf Falkenberg
00008100_001c950d;00008100:001c950d;03GA04;Lichtenberg;Falkenberg;Grünanlage;Ahrensfelder Chaussee 41 /Grünanlage;hinter Gymnasium;-;-;23286,00;gewidmet;11100102;Dorf Falkenberg
00008100_001c96cc;00008100:001c96cc;31GA02;Lichtenberg;Karlshorst;Grünanlage;Stolzenfelsstr. / entlang der Bahn;-;-;1994;5706,00;gewidmet;11501340;Karlshorst Nord
00008100_001c9548;00008100:001c9548;28GA36;Lichtenberg;Friedrichsfelde;Grünanlage;Salzmannstr. 29-33 / Dolgenseestr. / GA;-;-;-;2190,00;gewidmet;11401135;Dolgenseestraße
00008100_001c94aa;00008100:001c94aa;28GA10;Lichtenberg;Friedrichsfelde;Grünanlage;Hönower Weg / Mellenseestr. 35-38;-;-;-;5274,00;gewidmet;11401135;Dolgenseestraße
00008100_001c9670;00008100:001c9670;29GA08;Lichtenberg;Rummelsburg;Grünanlage;Rummelsburger Bucht / Uferweg / BerlinCampus;-;-;-;7852,00;gewidmet;11501238;Rummelsburg
00008100_001c96e8;00008100:001c96e8;24GA01;Lichtenberg;Rummelsburg;Grünanlage;Nöldnerplatz / Grünfläche;-;-;-;4231,00;gewidmet;11400928;Nöldnerplatz
00008100_001c9305;00008100:001c9305;03GA09;Lichtenberg;Falkenberg;Grünanlage;Zehnrutenweg;-;-;-;11425,00;gewidmet;11100102;Dorf Falkenberg
00008100_00233bc4;00008100:00233bc4;18GA21;Lichtenberg;Lichtenberg;Grünanlage;GA um Großen Herzbergteich;nördl. Museum Kesselhaus;-;-;29140,00;gewidmet;11300721;Herzbergstraße
00008100_00264692;00008100:00264692;18GA25;Lichtenberg;Lichtenberg;Grünanlage;Ruschestr. bis Siegfriedstr. / Grünzug;-;-;-;8665,00;gewidmet;11300723;Bornitzstraße
00008100_002abd0b;00008100:002abd0b;03GA13;Lichtenberg;Falkenberg;Grünanlage;Fläche nordwestlich des Tierheims;-;-;-;32759,00;gewidmet;11100102;Dorf Falkenberg
00008100_001c92e7;00008100:001c92e7;16GA01;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;"Arendsweg / Grünzug ""Weiße Taube""";-;-;-;15886,00;gewidmet;11200515;Weiße Taube
00008100_001c92f5;00008100:001c92f5;13GA03;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Orankesee Park u. Promenade Orankestrand;-;-;-;28096,00;gewidmet;11200512;Orankesee
00008100_00146bbe;00008100:00146bbe;60311;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Wismarplatz, Grünanl.;-;-;-;3130,00;gewidmet;02500831;Wismarplatz
00008100_001c92f7;00008100:001c92f7;13GA04;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Oberseestr. 5-7;-;-;-;8292,00;gewidmet;11200512;Orankesee
00008100_001c92fc;00008100:001c92fc;15GA04;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Altenhofer Str.40 / Landsberger Allee 221/223;-;-;-;12097,00;gewidmet;11200514;Landsberger Allee
00008100_00146db0;00008100:00146db0;60398;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Frankfurter Tor 3-5;Durchgang zur Liebig;-;-;956,00;gewidmet;02500727;Forckenbeckplatz
00008100_00146de0;00008100:00146de0;60415;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Platz der Vereinten Nationen neben 14;Rasen vor Supermarkt;-;-;3853,00;gewidmet;02400520;Barnimkiez
00008100_001c92f9;00008100:001c92f9;15GA02;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Altenhofer Str. 1-19 / Mittelstr.;-;-;-;8619,00;gewidmet;11200514;Landsberger Allee
00008100_001c96b0;00008100:001c96b0;21GA03;Lichtenberg;Lichtenberg;Grünanlage;Freiaplatz;-;1996;2013;4069,00;gewidmet;11300725;Nibelungenviertel
00008100_001c94e2;00008100:001c94e2;17GA01;Lichtenberg;Fennpfuhl;Grünanlage;Otto-Marquard-Str. / Grünzug;-;-;-;13905,00;gewidmet;11300616;Hohenschönhauser Straße
00008100_001c9533;00008100:001c9533;19GA05;Lichtenberg;Fennpfuhl;Grünanlage;Anton-Saefkow-Platz Senkgarten I;-;-;-;2920,00;gewidmet;11300617;Fennpfuhlpark
00008100_001c96b7;00008100:001c96b7;22GA07;Lichtenberg;Lichtenberg;Grünanlage;Tasdorfer Str. 25 / Wartenbergstr. / GA;-;-;-;4220,00;gewidmet;11300826;Frankfurter Allee Süd
00008100_00146b76;00008100:00146b76;60131;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Blumenstraße ggü. 39-49;hinter KMA 58-66;-;-;2037,00;gewidmet;02400623;Andreasviertel
00008100_001c94ac;00008100:001c94ac;22GA06;Lichtenberg;Lichtenberg;Grünanlage;Wilhelm-Guddorf-Str. 6-32 / Grünzu dahinter;-;-;-;7858,00;gewidmet;11300826;Frankfurter Allee Süd
00008100_001c960e;00008100:001c960e;31GA07;Lichtenberg;Karlshorst;Grünanlage;Zwieseler Str. / Kötzinger Str.;-;-;-;2916,00;gewidmet;11501340;Karlshorst Nord
00008100_001c9700;00008100:001c9700;03GA12;Lichtenberg;Falkenberg;Grünanlage;Ahrensfelde Chaussee 43-55;Grünfläche nördl.;-;-;6176,00;gewidmet;11100102;Dorf Falkenberg
00008100_001c9439;00008100:001c9439;07GA05;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Grünzug zwischen Hagenower Ring  u.;Schweriner Ring;-;-;8818,00;gewidmet;11100101;Dörfer Malchow-Wartenberg
00008100_001c92fd;00008100:001c92fd;09GA02;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Zingster Str. 15;-;-;-;438,00;gewidmet;11100308;Zingster Straße West
00008100_001c9346;00008100:001c9346;07GA04;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Quartierspark Neubrandenbg. Str./Grün;-;-;-;24484,00;gewidmet;11100206;Wartenberg Nord
00008100_00146e47;00008100:00146e47;50033;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Kohlfurter Str. 48, Fraenkelufer 2;-;-;-;413,00;gewidmet;02100106;Wassertorplatz
00008100_00146d3c;00008100:00146d3c;62162;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Am Wriezener Bahnhof, Grünanl.;Platz am Berghain;2011;-;4251,00;gewidmet;02400625;Wriezener Bahnhof
00008100_00146e43;00008100:00146e43;50041;Friedrichshain-Kreuzberg;Kreuzberg;Grünanlage;Oberbaumstr. 8;Oberbaumstr./ Schlesische Str.;-;-;1147,00;gewidmet;02300419;Wrangelkiez
00008100_00146ba5;00008100:00146ba5;60297;Friedrichshain-Kreuzberg;Friedrichshain;Grünanlage;Stralauer Allee vor 24-29;Modersohnstr./ Rochowstr.;-;-;3592,00;gewidmet;02500835;Stralauer Kiez
00008100_001c9421;00008100:001c9421;09GA07;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Ribnitzer Str. 45 / Darßer Str.;-;-;-;8161,00;gewidmet;11100308;Zingster Straße West
