Technischer Schlüssel,Schlüssel,Objektnummer,Bezirk,Ortsteil,Art der Grünanlage,Name des Spielplatzes,Namenszusatz des Spielplatzes,Baujahr,letztes Sanierungsjahr,Größe in m² (Kataster),Widmung,Nummer des Planungsraumes,Name des Planungsraumes,Nettospielfläche in m²
00008100_0016ce60,00008100:0016ce60,70149,Pankow,Weißensee,Spielplatz,Frieda-Seidlitz-Str. ,ggü 54D,-,-,1412.00,gewidmet,03500932,Bühringstraße,1178.00
00008100_0016d07f,00008100:0016d07f,77860,Pankow,Weißensee,Spielplatz,Gounodstr. 58,-,2012,-,1942.00,gewidmet,03500936,Komponistenviertel Weißensee,1298.00
00008100_0016d011,00008100:0016d011,70592,Pankow,Prenzlauer Berg,Spielplatz,Heinz-Kapelle-Str. neben 11,-,2019,-,649.00,gewidmet,03601451,Anton-Saefkow-Park,518.00
00008100_0016d017,00008100:0016d017,70598,Pankow,Prenzlauer Berg,Spielplatz,Gethsemanestr.,gegenüber Kirche,-,-,606.00,gewidmet,03601346,Gethsemanekirche,508.00
00008100_0016ce09,00008100:0016ce09,00830,Pankow,Französisch Buchholz,Spielplatz,Gravensteinstr. 46,-,2000,-,729.00,gewidmet,03200309,Eddastraße,499.00
00008100_0016d0e4,00008100:0016d0e4,00422,Pankow,Pankow,Spielplatz,Max-Lingner-Str. 7-9 b,-,-,-,3224.00,gewidmet,03400829,Arnold-Zweig-Straße,2014.00
00008100_0016cf85,00008100:0016cf85,70555,Pankow,Prenzlauer Berg,Spielplatz,Kopenhagener Str. 11,-,-,2017,1282.00,gewidmet,03601142,Falkplatz,650.00
00008100_0016cfd4,00008100:0016cfd4,70568,Pankow,Prenzlauer Berg,Spielplatz,Kanzowstr. 12,-,2008,-,1049.00,gewidmet,03601244,Humannplatz,624.00
00008100_0016ce15,00008100:0016ce15,00828,Pankow,Pankow,Spielplatz,Rettigweg 11,-,2000,2016,1902.00,gewidmet,03400721,Florakiez,1367.00
00008100_0016ce7e,00008100:0016ce7e,70154,Pankow,Weißensee,Spielplatz,Schönstr. 65,zw. Schönstr. 64 und 66,1992,-,1572.00,gewidmet,03500933,Weißer See,1064.00
00008100_0016d074,00008100:0016d074,77865,Pankow,Weißensee,Spielplatz,Mahlerstr.,bespielbarer Straßenabschnitt,2005,-,510.00,-,03500936,Komponistenviertel Weißensee,501.00
00008100_0016d00b,00008100:0016d00b,70608,Pankow,Prenzlauer Berg,Spielplatz,Choriner Str. 47,-,2002,2021,1320.00,gewidmet,03701554,Teutoburger Platz,1049.00
00008100_002ade1b,00008100:002ade1b,00354,Pankow,Niederschönhausen,Spielplatz,Stille Str. 14,-,-,-,1297.00,gewidmet,03400722,Parkstraße,291.97
00008100_0016d11f,00008100:0016d11f,00778,Pankow,Französisch Buchholz,Spielplatz,"Schweizer Tal, neben 18",-,-,-,2064.00,gewidmet,03200310,Krugpfuhl,1186.00
00008100_0016d41e,00008100:0016d41e,70887,Pankow,Prenzlauer Berg,Spielplatz,Choriner Str. 21,-,-,2021,3383.00,gewidmet,03701554,Teutoburger Platz,2849.00
00008100_0016d075,00008100:0016d075,77867,Pankow,Prenzlauer Berg,Spielplatz,Bernhard-Lichtenberg-Str. 7/8,-,2005,-,1240.00,gewidmet,03601451,Anton-Saefkow-Park,822.00
00008100_0016d3cd,00008100:0016d3cd,00068,Pankow,Pankow,Spielplatz,Wisbyer Platz - Spielplatz,"Wisbyer 56-58, Baumbach- 1-2, Kurze Str.",-,-,119.00,gewidmet,03400827,Trelleborger Viertel,111.00
00008100_0016ce7f,00008100:0016ce7f,70161,Pankow,Weißensee,Spielplatz,Meyerbeerstr. 65-67,-,1992,-,1235.00,gewidmet,03500936,Komponistenviertel Weißensee,588.00
00008100_0016d17f,00008100:0016d17f,70833,Pankow,Prenzlauer Berg,Spielplatz,Gürtelstr. neben 35 - Spielplatz,-,-,-,1138.00,gewidmet,03601449,Michelangelostraße,1138.00
00008100_0016d410,00008100:0016d410,70900,Pankow,Prenzlauer Berg,Spielplatz,Jablonskistr. 33 - 34,-,2019,-,875.00,gewidmet,03701658,Christburger Straße,353.00
00008100_0016d36e,00008100:0016d36e,70858,Pankow,Prenzlauer Berg,Spielplatz,Schneeglöckchenstr. neben 15 - Spielpl.,-,-,-,728.00,gewidmet,03601450,Volkspark Prenzlauer Berg,728.00
00008100_0016d010,00008100:0016d010,70603,Pankow,Prenzlauer Berg,Spielplatz,Fritz-Riedel-Str.,-,-,-,3860.00,gewidmet,03601452,Velodrom,1717.00
00008100_0016d402,00008100:0016d402,70929,Pankow,Prenzlauer Berg,Spielplatz,"Rykestr. 33, 34",-,-,-,883.40,gewidmet,03701555,Sredzkistraße,590.00
00008100_0016d3f4,00008100:0016d3f4,00855,Pankow,Französisch Buchholz,Spielplatz,Zimbelstr./ Posaunenweg,-,2002,-,999.00,gewidmet,03200207,Herthaplatz,527.00
00008100_0016d3f3,00008100:0016d3f3,00854,Pankow,Niederschönhausen,Spielplatz,Rudolf-Majut-Str. 11,Spielplatz an der mongolischen Botschaft,-,-,1829.00,gewidmet,03200206,Pastor-Niemöller-Platz,1202.00
00008100_0016d415,00008100:0016d415,70889,Pankow,Prenzlauer Berg,Spielplatz,Kollwitzstr. 23-35,Bauspielplatz,-,-,3937.00,-,03701556,Kollwitzplatz,3200.00
00008100_0016d30c,00008100:0016d30c,70923,Pankow,Prenzlauer Berg,Spielplatz,Schliemannstr. 7/8,-,2011,-,1550.00,gewidmet,03601347,Helmholtzplatz,1031.00
00008100_0016d0fe,00008100:0016d0fe,00620,Pankow,Buch,Spielplatz,Friedrich-Richter-Str. neben Nr. 8,Tobeplatz,-,-,1078.00,gewidmet,03100103,Karower Chaussee,1078.00
00008100_00279b3f,00008100:00279b3f,00387,Pankow,Französisch Buchholz,Spielplatz,Parkgraben - Spielplatz,Lyonstraße,2018,-,1422.00,gewidmet,03200309,Eddastraße,1000.00
00008100_0016d40a,00008100:0016d40a,70905,Pankow,Prenzlauer Berg,Spielplatz,Am Friedrichshain 19-21,-,2002,-,1850.00,gewidmet,03701660,Bötzowstraße,1176.00
00008100_0016cec6,00008100:0016cec6,70163,Pankow,Heinersdorf,Spielplatz,Malchower Str. 27,Wildstrubelpfad,2005,2019,1817.00,gewidmet,03300516,Heinersdorf,1054.00
00008100_0016cfc8,00008100:0016cfc8,70557,Pankow,Prenzlauer Berg,Spielplatz,Lychener Str. 53,Pappelallee 28-29,-,-,749.00,gewidmet,03601347,Helmholtzplatz,480.00
00008100_0016d120,00008100:0016d120,00779,Pankow,Französisch Buchholz,Spielplatz,Mazetstr. ggü. 14,-,-,2018,3494.00,gewidmet,03200308,Nisbléstraße,2412.00
00008100_0016d3fa,00008100:0016d3fa,70930,Pankow,Prenzlauer Berg,Spielplatz,"Rykestr. 20, 21/ Sredzkistr. 61",-,2011,-,1374.00,gewidmet,03701555,Sredzkistraße,975.00
00008100_0016ce1d,00008100:0016ce1d,70106,Pankow,Weißensee,Spielplatz,Meyerbeerstr. 18/ Borodinstr. 12,-,1993,-,1118.00,gewidmet,03500936,Komponistenviertel Weißensee,718.00
00008100_0016d0fc,00008100:0016d0fc,00187,Pankow,Niederschönhausen,Spielplatz,Karower-/ E.-Christinen-Str.- Spielplatz,-,1998,-,1257.00,gewidmet,03400725,Schlosspark,526.00
00008100_0016ce3a,00008100:0016ce3a,70208,Pankow,Karow,Spielplatz,Gewanneweg ggü. Nr. 4,-,2001,-,3039.00,gewidmet,03300411,Karow Nord,2193.00
00008100_002912c8,00008100:002912c8,70973,Pankow,Weißensee,Spielplatz,Pistoriusstr. 95,Spielplatz,-,-,1085.00,gewidmet,03500934,Weißenseer Spitze,212.78
00008100_0016d24a,00008100:0016d24a,70856,Pankow,Prenzlauer Berg,Spielplatz,Schneeglöckchenstr. ggü. 13-15 -Spielpl.,-,-,-,205.00,gewidmet,03601450,Volkspark Prenzlauer Berg,190.00
00008100_0016cdfb,00008100:0016cdfb,70117,Pankow,Weißensee,Spielplatz,Solonplatz - Spielplatz,-,1999,2020,572.00,gewidmet,03500936,Komponistenviertel Weißensee,240.00
00008100_0016d161,00008100:0016d161,70832,Pankow,Prenzlauer Berg,Spielplatz,Bernhard-Lichtenberg-Str. 12,-,-,-,1084.00,gewidmet,03601451,Anton-Saefkow-Park,797.00
00008100_0016cfdb,00008100:0016cfdb,70511,Pankow,Weißensee,Spielplatz,Gounodstr. 37-39,-,2002,-,1115.00,gewidmet,03500936,Komponistenviertel Weißensee,631.00
00008100_0016cea3,00008100:0016cea3,70173,Pankow,Weißensee,Spielplatz,Wigandstaler Str. 39 A - Spielplatz,-,1996,2020,3848.00,gewidmet,03500932,Bühringstraße,3094.00
00008100_0016d0be,00008100:0016d0be,00198,Pankow,Pankow,Spielplatz,Klaustaler Platz - Spielplatz,Harzburger Str. ggü. 4A,1998,-,373.00,gewidmet,03400723,Garbátyplatz,247.00
00008100_0016d2a6,00008100:0016d2a6,00108,Pankow,Pankow,Spielplatz,"Schulzestr. 33, 34 SP",Spielplatz,-,-,827.00,gewidmet,03400721,Florakiez,553.14
00008100_0016ce8e,00008100:0016ce8e,70170,Pankow,Karow,Spielplatz,Straße 43 Nr. 13 A,Kleinholz,1998,2020,2700.00,gewidmet,03300413,Karow Ost,1594.00
00008100_0016d06f,00008100:0016d06f,00885,Pankow,Buch,Spielplatz,Hörstenweg 79A,ggü. Mewesstraße,2019,-,586.00,gewidmet,03100101,Bucher Forst,333.00
00008100_0016d0c0,00008100:0016d0c0,00458,Pankow,Wilhelmsruh,Spielplatz,Hauptstr./ Garibaldistr. 13,-,-,-,561.00,gewidmet,03400619,Wilhelmsruh,467.00
00008100_0016d412,00008100:0016d412,70899,Pankow,Prenzlauer Berg,Spielplatz,Jablonskistr. 7-8,-,2019,-,1092.00,gewidmet,03701658,Christburger Straße,788.00
00008100_0016d076,00008100:0016d076,00884,Pankow,Rosenthal,Spielplatz,Hauptstr./ Friedrich-Engels-Str.,Spielplatz Dorfaue Rosenthal,-,-,330.00,gewidmet,03400618,Rosenthal,330.00
00008100_0016d104,00008100:0016d104,00035,Pankow,Pankow,Spielplatz,Dusekestr. neben 14-22,Dusekeplatz,1998,2020,3757.00,gewidmet,03400723,Garbátyplatz,2153.00
00008100_0016d3e2,00008100:0016d3e2,77799,Pankow,Weißensee,Spielplatz,Mahlerstr. 30,-,2004,-,1735.00,gewidmet,03500936,Komponistenviertel Weißensee,1042.00
00008100_0016d320,00008100:0016d320,70687,Pankow,Prenzlauer Berg,Spielplatz,"Hans-Otto-Str. 8, 10",-,2010,-,1247.00,gewidmet,03701660,Bötzowstraße,703.00
00008100_0016d0b3,00008100:0016d0b3,00406,Pankow,Pankow,Spielplatz,Görschstr. / Florastr.,-,-,-,785.00,gewidmet,03400721,Florakiez,445.00
00008100_0016ce4a,00008100:0016ce4a,70169,Pankow,Karow,Spielplatz,Bahnhofstr. 13,-,-,-,953.00,gewidmet,03300412,Karow Bahnhof,758.00
00008100_0016ce9d,00008100:0016ce9d,70159,Pankow,Weißensee,Spielplatz,Bernkasteler Str. 73 a,zwischen Nr. 73 und 75,1996,-,1629.00,gewidmet,03501037,Rathaus Weißensee,1032.00
00008100_0016d07c,00008100:0016d07c,77861,Pankow,Prenzlauer Berg,Spielplatz,Hiddenseer Str. 5,-,2005,2015,576.00,gewidmet,03601348,Senefelderstraße,515.00
00008100_0016ce21,00008100:0016ce21,70103,Pankow,Weißensee,Spielplatz,Tassostr. ggü. 12-14,-,1995,-,856.00,gewidmet,03500935,Behaimstraße,303.00
00008100_0016ce8d,00008100:0016ce8d,70155,Pankow,Weißensee,Spielplatz,Otto-Brahm-Str. zw. 7 und 11,-,1992,2019,2335.00,gewidmet,03500936,Komponistenviertel Weißensee,1537.00
00008100_0016ce9e,00008100:0016ce9e,70171,Pankow,Weißensee,Spielplatz,Bühringstr. neben 25,-,-,-,982.00,gewidmet,03500932,Bühringstraße,807.00
00008100_0016cf09,00008100:0016cf09,79881,Pankow,Prenzlauer Berg,Spielplatz,Esmarchstr. 14/ Pasteurstr. 14,-,2008,-,650.00,gewidmet,03701660,Bötzowstraße,433.00
00008100_0016cf08,00008100:0016cf08,79901,Pankow,Prenzlauer Berg,Spielplatz,Wichertstr. 37 / Kanzowstr. 7,-,2009,2015,1296.00,gewidmet,03601244,Humannplatz,645.00
00008100_0016d40d,00008100:0016d40d,70904,Pankow,Prenzlauer Berg,Spielplatz,Liselotte-Herrmann-Str. 29,Hans-Otto-Str. 23,-,2015,657.00,gewidmet,03701660,Bötzowstraße,469.00
00008100_0016d417,00008100:0016d417,70885,Pankow,Prenzlauer Berg,Spielplatz,Kollwitzstr. 4 (WIP),-,-,-,462.00,gewidmet,03701556,Kollwitzplatz,308.00
00008100_0016cea0,00008100:0016cea0,70175,Pankow,Weißensee,Spielplatz,Otto-Brahm-Str. ggü. 17,-,1992,-,742.00,gewidmet,03500936,Komponistenviertel Weißensee,412.00
00008100_0016ce4c,00008100:0016ce4c,70158,Pankow,Weißensee,Spielplatz,Bernkasteler Str. 15-16 A,Wittlicher Str. 5-7,1995,-,1175.00,gewidmet,03501037,Rathaus Weißensee,835.00
00008100_0016cfc5,00008100:0016cfc5,70583,Pankow,Prenzlauer Berg,Spielplatz,Senefelderstr./ Stargarder Str. 30/31,-,2003,-,959.00,gewidmet,03601348,Senefelderstraße,934.00
00008100_0016cfcd,00008100:0016cfcd,70559,Pankow,Prenzlauer Berg,Spielplatz,Sonnenburger Str. neben 69,-,-,-,736.00,gewidmet,03601142,Falkplatz,698.00
00008100_0016cfd2,00008100:0016cfd2,00843,Pankow,Französisch Buchholz,Spielplatz,Straße 147/ Stadtgärten,-,-,2019,1544.00,gewidmet,03200308,Nisbléstraße,839.00
00008100_00315054,00008100:00315054,00503,Pankow,Niederschönhausen,Spielplatz,Brosepark Spielplatz II,-,-,-,420.00,-,03200207,Herthaplatz,235.13
00008100_0016d168,00008100:0016d168,70820,Pankow,Prenzlauer Berg,Spielplatz,Michelangelostr. 63,-,-,-,819.00,gewidmet,03601449,Michelangelostraße,591.00
00008100_0016d0bb,00008100:0016d0bb,00224,Pankow,Niederschönhausen,Spielplatz,Friedrich-Engels-Str. 62/ Eichenstr. 29,-,-,-,1487.00,gewidmet,03200205,Uhlandstraße,1015.00
00008100_0016d0b2,00008100:0016d0b2,00225,Pankow,Niederschönhausen,Spielplatz,Herthaplatz - Spielplatz,Buchholzer Straße,-,-,1020.00,gewidmet,03200207,Herthaplatz,710.00
00008100_0016d31b,00008100:0016d31b,70653,Pankow,Prenzlauer Berg,Spielplatz,Lychener Str. 69,-,2010,-,767.00,gewidmet,03601347,Helmholtzplatz,524.00
00008100_0016d0c3,00008100:0016d0c3,00394,Pankow,Wilhelmsruh,Spielplatz,Beethovenstr. 12 / Lessingstr.,-,1998,-,1169.00,gewidmet,03400619,Wilhelmsruh,657.00
00008100_0016d40c,00008100:0016d40c,70908,Pankow,Prenzlauer Berg,Spielplatz,Prenzlauer Berg 5,-,-,-,2439.00,-,03701659,Immanuelkirchstraße,1637.00
00008100_0016d0d9,00008100:0016d0d9,00429,Pankow,Buch,Spielplatz,Walter-Friedrich-Str. 39-57 - Spielplatz,-,1998,2019,3977.00,gewidmet,03100103,Karower Chaussee,1883.00
00008100_0016d103,00008100:0016d103,00787,Pankow,Rosenthal,Spielplatz,Niederauer Weg östl. Nr. 8,-,1998,-,1939.00,gewidmet,03400618,Rosenthal,1265.00
00008100_0016d31f,00008100:0016d31f,70060,Pankow,Prenzlauer Berg,Spielplatz,"Saarbrücker Str.8, 9/Straßburger Str. 14",-,2012,-,743.00,gewidmet,03701556,Kollwitzplatz,508.00
00008100_0016d0e3,00008100:0016d0e3,00168,Pankow,Niederschönhausen,Spielplatz,Lindenberger Str. neben 24 - Spielplatz,-,-,-,975.00,gewidmet,03400725,Schlosspark,917.00
00008100_0016cf40,00008100:0016cf40,78981,Pankow,Weißensee,Spielplatz,Tassostr. 18,"""Grüner Hering""",2006,-,4992.00,gewidmet,03500935,Behaimstraße,3347.00
00008100_0016d400,00008100:0016d400,70922,Pankow,Prenzlauer Berg,Spielplatz,Malmöer Str. 8,-,-,2011,3280.00,gewidmet,03601140,Malmöer Straße,3077.00
00008100_0016d40b,00008100:0016d40b,70903,Pankow,Prenzlauer Berg,Spielplatz,Dietrich-Bonhoeffer-Str. 22-27,"Danziger Straße 132, 134, 136 tlw.",-,2021,3425.00,gewidmet,03701660,Bötzowstraße,1127.00
00008100_0016d14f,00008100:0016d14f,70806,Pankow,Prenzlauer Berg,Spielplatz,Gaudystr. (Jahn-Sportpark),-,-,-,2021.00,gewidmet,03601142,Falkplatz,1293.00
00008100_0016cfa9,00008100:0016cfa9,70609,Pankow,Prenzlauer Berg,Spielplatz,Metzer Str. 28-30,Straßburger Str. 25-28 - Mondfisch,2001,2017,2740.00,gewidmet,03701556,Kollwitzplatz,1730.00
00008100_0016ce4b,00008100:0016ce4b,70153,Pankow,Heinersdorf,Spielplatz,Romain-Rolland-Str. 111,Neukirchstraße/Gleisschleife,-,2011,1295.00,gewidmet,03300516,Heinersdorf,950.00
00008100_0016cf13,00008100:0016cf13,00897,Pankow,Französisch Buchholz,Spielplatz,Zeuschelstr. neben 125 - Spielplatz,-,-,-,2699.00,gewidmet,03200310,Krugpfuhl,2343.00
00008100_0016d0a4,00008100:0016d0a4,77815,Pankow,Prenzlauer Berg,Spielplatz,Kopenhagener Str. 70/ Rhinower Str. 6,-,-,2015,687.00,gewidmet,03601142,Falkplatz,385.00
00008100_0016d150,00008100:0016d150,70830,Pankow,Prenzlauer Berg,Spielplatz,Storkower Str. 80,-,-,-,153.00,gewidmet,03601449,Michelangelostraße,153.00
00008100_0016cf9f,00008100:0016cf9f,70614,Pankow,Prenzlauer Berg,Spielplatz,"Preußstr. neben 5, 6, 7 - Spielplatz",Lisztplatz,-,2016,2795.00,gewidmet,03601245,Ostseestraße,1657.00
00008100_0016d0f6,00008100:0016d0f6,00116,Pankow,Pankow,Spielplatz,Karlstadter Platz - Spielplatz,Gemündener-/ Karlstadter Str./ Zeiler Weg,-,-,270.00,gewidmet,03400830,Kissingenviertel,268.00
00008100_0016d242,00008100:0016d242,70855,Pankow,Prenzlauer Berg,Spielplatz,Storkower Str. 108,-,-,-,1340.00,gewidmet,03601450,Volkspark Prenzlauer Berg,1027.00
00008100_0016d0c2,00008100:0016d0c2,00420,Pankow,Pankow,Spielplatz,"Binzstr. 28-28 b, 29-29 b SP",-,-,2021,3211.00,gewidmet,03400829,Arnold-Zweig-Straße,2089.00
00008100_0016d101,00008100:0016d101,00424,Pankow,Pankow,Spielplatz,Hadlichstr. ggü. 33-34,-,-,-,1000.00,gewidmet,03400723,Garbátyplatz,490.00
00008100_0016d16b,00008100:0016d16b,70825,Pankow,Prenzlauer Berg,Spielplatz,Thomas-Mann-Str. ggü. 65,-,-,-,1116.00,gewidmet,03601449,Michelangelostraße,827.00
00008100_0016cf49,00008100:0016cf49,78861,Pankow,Weißensee,Spielplatz,Lehderstr. 68,-,2012,-,989.00,gewidmet,03500934,Weißenseer Spitze,718.00
00008100_0016cfc7,00008100:0016cfc7,70554,Pankow,Prenzlauer Berg,Spielplatz,Seelower Str.19,-,-,-,451.00,gewidmet,03601141,Arnimplatz,318.00
00008100_0016cee6,00008100:0016cee6,70736,Pankow,Prenzlauer Berg,Spielplatz,Stargarder Str. 51/ Ahlbecker Str. 16,-,2009,-,1329.00,gewidmet,03601348,Senefelderstraße,814.00
00008100_0016d0f9,00008100:0016d0f9,00736,Pankow,Niederschönhausen,Spielplatz,Fritz-Reuter-Str. 31-32,Kreuzgrabengrünzug,2017,-,1302.00,gewidmet,03200207,Herthaplatz,607.00
00008100_0016cee8,00008100:0016cee8,70685,Pankow,Prenzlauer Berg,Spielplatz,Käthe-Niederkirchner-Str. 27,-,2008,-,574.00,gewidmet,03701660,Bötzowstraße,392.00
00008100_0016cfd5,00008100:0016cfd5,70588,Pankow,Prenzlauer Berg,Spielplatz,Lewaldplatz,-,-,2018,2501.00,gewidmet,03601243,Rodenbergstraße,232.00
00008100_0016d0e9,00008100:0016d0e9,00475,Pankow,Buch,Spielplatz,Bruno-Apitz-Str. neben 14,Spielplatz,-,-,988.00,gewidmet,03100103,Karower Chaussee,536.00
00008100_0016d0bf,00008100:0016d0bf,00450,Pankow,Niederschönhausen,Spielplatz,Uhlandstr. 12 A/ Waldstr. 31,-,1998,2014,1159.00,gewidmet,03200205,Uhlandstraße,752.00
00008100_0016d089,00008100:0016d089,77847,Pankow,Prenzlauer Berg,Spielplatz,"Raabestr. 4, 5",-,2008,2019,682.00,gewidmet,03701659,Immanuelkirchstraße,493.00
00008100_0016cdf9,00008100:0016cdf9,70114,Pankow,Weißensee,Spielplatz,"Günter-Litfin-Str. 19, 21",zw. Nr. 17 und 23,-,2020,1358.00,gewidmet,03500932,Bühringstraße,966.00
00008100_0016d3f9,00008100:0016d3f9,70931,Pankow,Prenzlauer Berg,Spielplatz,Zehdenicker Str. 29/ 30,Christinenstraße 41,2005,-,786.00,gewidmet,03701554,Teutoburger Platz,558.00
00008100_0016cf88,00008100:0016cf88,70563,Pankow,Prenzlauer Berg,Spielplatz,Dunckerstr. 6,-,-,2020,950.00,gewidmet,03601348,Senefelderstraße,752.00
00008100_0016cf95,00008100:0016cf95,70566,Pankow,Prenzlauer Berg,Spielplatz,Göhrener Str.,Göhrener Ei,-,-,392.00,gewidmet,03601348,Senefelderstraße,271.00
00008100_0016cf8f,00008100:0016cf8f,70594,Pankow,Prenzlauer Berg,Spielplatz,Lehderstr. zw. Nr. 101 und Nr. 104,Mandelstr. östl. Hosemannstr.,-,2019,2605.00,gewidmet,03601245,Ostseestraße,556.00
00008100_0016cdfe,00008100:0016cdfe,00820,Pankow,Französisch Buchholz,Spielplatz,Schützenstr. ggü. 29-30,-,1998,2019,1992.00,gewidmet,03200310,Krugpfuhl,1260.00
00008100_0016d07e,00008100:0016d07e,00881,Pankow,Pankow,Spielplatz,Mühlenstr. 8-11,-,2015,-,2413.00,gewidmet,03400721,Florakiez,2074.00
00008100_00146dbe,00008100:00146dbe,60389,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Kreutzigerstr. 2-3, Spiel",-,2005,2019,969.00,gewidmet,02500830,Niederbarnimstraße,642.00
00008100_00146b86,00008100:00146b86,60294,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Liebigstraße 41A , Spiel",-,-,-,2325.00,gewidmet,02500727,Forckenbeckplatz,2075.00
00008100_00146ba4,00008100:00146ba4,60146,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Wilhelm-Stolze-Str. 36, Spiel",-,-,2019,1774.00,gewidmet,02400522,Richard-Sorge-Viertel,1663.00
00008100_00146c99,00008100:00146c99,60089,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Baerwaldstr. 35, Spiel Bolz",Schleiermacherstr. neben 25,1991,-,2123.00,gewidmet,02200211,Chamissokiez,1931.00
00008100_00146c64,00008100:00146c64,60093,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Urbanstr. 44, Spiel Bolz",Ecke Graefestraße,2006,2020,2204.00,gewidmet,02200212,Graefekiez Süd,1621.00
00008100_00146c44,00008100:00146c44,60045,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Bevernstr.1/ May-Ayim-Ufer, Spiel",-,1980,2020,573.00,gewidmet,02300316,Köpenicker Straße,381.00
00008100_00146cb6,00008100:00146cb6,60078,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Hohenstaufenplatz, Spiel Bolz",Zickenplatz,1998,2016,2328.00,gewidmet,02200213,Graefekiez Nord,2271.00
00008100_00146d97,00008100:00146d97,60506,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Böcklinstr. 11, Spiel",Wühlischstr.,2005,2022,700.00,gewidmet,02500834,Revaler Straße,594.00
00008100_00146cf1,00008100:00146cf1,62201,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Laskerstr. 6, 8, Bolz",-,-,-,391.00,gewidmet,02500835,Stralauer Kiez,391.00
00008100_00146d2d,00008100:00146d2d,62402,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Dossestr./ Gürtelstr., Spiel",hinter Scharnweberstr. 61,-,-,1014.00,gewidmet,02500832,Traveplatz,837.00
00008100_00146c86,00008100:00146c86,60087,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Körtestr. 13, Spiel Bolz",-,-,1979,2342.00,gewidmet,02200212,Graefekiez Süd,1595.00
00008100_00146b9e,00008100:00146b9e,60170,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Hildegard-Jadamowitz-Str. 25, Spiel",-,-,-,621.00,gewidmet,02400624,Weberwiese,345.00
00008100_00146dd0,00008100:00146dd0,60385,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Grünberger Straße 43-45, Spiel",Innenhof,2006,-,1550.00,gewidmet,02500833,Boxhagener Platz,986.00
00008100_00146dc3,00008100:00146dc3,60388,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Wismarplatz, Spiel",-,-,-,955.00,gewidmet,02500831,Wismarplatz,845.00
00008100_00146bdd,00008100:00146bdd,60276,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Müncheberger Str., Spiel",hinter Koppenstr. 16-17,-,-,2449.00,gewidmet,02400623,Andreasviertel,1809.00
00008100_00146bcc,00008100:00146bcc,60356,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Adalbertstr. 95A, Spiel",-,-,-,772.00,gewidmet,02300314,Oranienplatz,660.00
00008100_00146be7,00008100:00146be7,60163,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Krautstraße 1-4, Spiel",Neue Blumenstraße,-,-,429.00,gewidmet,02400623,Andreasviertel,386.00
00008100_00146be5,00008100:00146be5,60162,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Lebuser Str. 15A, Spiel","Fürstenwalder Str. 16-18, Hinterland",-,-,1607.00,gewidmet,02400521,Friedenstraße,1478.00
00008100_00146c5b,00008100:00146c5b,60068,Friedrichshain-Kreuzberg,Kreuzberg,Spielplatz,"Ohlauer Str. 26, Spiel",Reichenberger Str.,-,2006,917.00,gewidmet,02300417,Reichenberger Straße West,822.00
00008100_00146dd3,00008100:00146dd3,60395,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Krautstr. 30A, Bolz",neben Hochbahn,2021,-,822.00,gewidmet,02400623,Andreasviertel,626.00
00008100_00146b88,00008100:00146b88,60266,Friedrichshain-Kreuzberg,Friedrichshain,Spielplatz,"Krautstraße 25-29, Spiel ",-,-,2023,1957.00,gewidmet,02400623,Andreasviertel,1427.00
