district_id,street_name,median_net_rent,number_of_cases,mean_net_rent,year
12400721,Frohnau Ost,12.91,13,12.6,2024
12400722,Hermsdorf West,11.96,30,12.86,2024
12400723,Hermsdorf Ost/Waldsee,13.5,24,13.88,2024
12500824,Ziekowstraße/Freie Scholle,10.73,47,11.34,2024
12500825,Borsigwalde,11.37,58,12.71,2024
12500926,Wittenau Süd,11.15,22,13.21,2024
12500927,Wittenau Nord,10.53,25,12.65,2024
12500928,Waidmannslust,14.32,7,15.48,2024
12500929,Lübars,13.11,9,15.16,2024
12500930,Wittenau Mitte,10.29,18,12.2,2024
12601031,Lübarser Straße,16.13,5,16.52,2024
12601032,Rollbergesiedlung,12,80,11.13,2024
12601133,Treuenbrietzener Straße,7.4,102,8,2024
12601134,Märkisches Zentrum,8.25,92,8.77,2024
12601235,Dannenwalder Weg,7.86,34,7.91,2024
12601236,Schorfheidestraße,11.54,3,15.18,2024
1100101,Stülerstraße,16.67,11,20.46,2023
1100102,Großer Tiergarten,21.98,28,22.56,2023
1100103,Lützowstraße,20.73,32,19.35,2023
1100104,Körnerstraße,22,39,22.5,2023
1100205,Wilhelmstraße,25.48,67,24.67,2023
1100206,Unter den Linden,16.5,34,19.72,2023
1100207,Leipziger Straße,20.95,75,20.08,2023
1100308,Charitéviertel,19.4,82,20.03,2023
1100309,Oranienburger Straße,24.6,91,24.05,2023
1100310,Alexanderplatzviertel,19.45,75,18.67,2023
1100311,Karl-Marx-Allee,20.96,22,19.29,2023
1100312,Heine-Viertel West,23.61,105,22.91,2023
1100313,Heine-Viertel Ost,21.06,30,20.36,2023
1100414,Nordbahnhof,19.92,62,20.26,2023
1100415,Invalidenstraße,23.3,76,22.45,2023
1100416,Arkonaplatz,23,54,21.06,2023
1200517,Huttenkiez,13.79,21,15.47,2023
1200518,Beusselkiez,15.11,39,15.03,2023
1200519,Emdener Straße,15,29,14.61,2023
1200520,Bremer Straße,15.25,35,14.41,2023
1200521,Zwinglistraße,10,21,12.67,2023
1200522,Elberfelder Straße,16,22,16.77,2023
1200623,Stephankiez,18,43,17.68,2023
1200624,Heidestraße,22.48,156,22.46,2023
1200625,Lübecker Straße,8.94,10,9.73,2023
1200626,Thomasiusstraße,17.64,22,17.46,2023
1200627,Zillesiedlung,9.09,4,9.22,2023
1200628,Lüneburger Straße,21.41,13,20.5,2023
1200629,Hansaviertel,15.51,25,16.5,2023
1300730,Drontheimer Straße,11,25,11.95,2023
1300731,Koloniestraße,11.62,48,11.96,2023
1300732,Soldiner Straße,13.26,43,14.73,2023
1300733,Gesundbrunnen,12.51,45,14.04,2023
1300834,Brunnenstraße,7.52,49,11.68,2023
1300835,Humboldthain Süd,6.86,8,11.95,2023
1300836,Humboldthain Nordwest,15.27,46,16.07,2023
1400937,Afrikanische Straße,13.2,46,12.83,2023
1400938,Kameruner Straße,13.98,24,16.97,2023
1400939,Glasgower Straße,9.26,20,12.81,2023
1400940,Schillerpark,6.93,34,7.45,2023
1400941,Londoner Straße,16,16,16.07,2023
1400942,Westliche Müllerstraße,11.41,44,12.45,2023
1401043,Antonstraße,11.49,12,13.17,2023
1401044,Uferstraße,14.86,35,13.89,2023
1401045,Schwedenstraße,12.62,15,15.23,2023
1401046,Nordufer,15.4,26,18.58,2023
1401047,Sparrplatz,23.17,35,22.49,2023
1401048,Leopoldplatz,11.65,35,14.48,2023
1401049,Schulstraße,7.24,34,10.79,2023
2100101,Askanischer Platz,19,37,17.11,2023
2100102,Mehringplatz,7.56,34,12.08,2023
2100103,Am Berlin Museum,21.67,6,22.18,2023
2100104,Moritzplatz,15.96,4,14.22,2023
2100105,Prinzenstraße,11.44,23,15.38,2023
2100106,Wassertorplatz,6.63,16,10.26,2023
2200207,Gleisdreieck,21.97,29,23.59,2023
2200208,Rathaus Yorckstraße,16.73,19,16.94,2023
2200209,Viktoriapark,19.6,34,20.46,2023
2200210,Urbanstraße,18.05,43,19.05,2023
2200211,Chamissokiez,17.89,47,17.95,2023
2200212,Graefekiez Süd,22,17,22.01,2023
2200213,Graefekiez Nord,18.97,28,19.23,2023
2300314,Oranienplatz,11.43,8,12.97,2023
2300315,Lausitzer Platz,16.88,16,16.41,2023
2300316,Köpenicker Straße,17.5,8,19.3,2023
2300417,Reichenberger Straße West,16,33,16.72,2023
2300418,Reichenberger Straße Ost,18.31,23,18.06,2023
2300419,Wrangelkiez,15,23,15.92,2023
2400520,Barnimkiez,22.99,16,16.13,2023
2400521,Friedenstraße,25.01,52,21.35,2023
2400522,Richard-Sorge-Viertel,17.05,30,17.12,2023
2400623,Andreasviertel,13.9,70,15.35,2023
2400624,Weberwiese,18.32,36,17.92,2023
2400625,Wriezener Bahnhof,26.8,41,26.78,2023
2500726,Hausburgviertel,18.71,32,17.87,2023
2500727,Forckenbeckplatz,13.73,14,14.66,2023
2500728,Samariterviertel,17.95,51,19.6,2023
2500729,Pettenkofer Straße,20.75,20,20.47,2023
2500830,Niederbarnimstraße,15,29,17.58,2023
2500831,Wismarplatz,17,34,18.5,2023
2500832,Traveplatz,17.88,58,17.16,2023
2500833,Boxhagener Platz,15.49,40,16.96,2023
2500834,Revaler Straße,19,44,19.07,2023
2500835,Stralauer Kiez,20.59,69,21.9,2023
2500836,Stralauer Halbinsel,16.01,23,16.5,2023
3100101,Bucher Forst,13.89,27,13.13,2023
3100102,Klinikum Buch,9.15,30,10.19,2023
3100103,Karower Chaussee,6.04,47,6.18,2023
3200204,Blankenfelde,keine Daten,keine Daten,keine Daten,2023
3200205,Uhlandstraße,13.99,37,14.79,2023
3200206,Pastor-Niemöller-Platz,13.44,29,13.67,2023
3200207,Herthaplatz,12.9,86,15.07,2023
3200308,Nisbléstraße,14.15,52,13.68,2023
3200309,Eddastraße,13.38,8,13.73,2023
3200310,Krugpfuhl,10.58,57,11.41,2023
3300411,Karow Nord,9.54,86,10.33,2023
3300412,Karow Bahnhof,11.49,14,12.88,2023
3300413,Karow Ost,keine Daten,keine Daten,keine Daten,2023
3300514,Blankenburg,13.64,4,15.56,2023
3300515,Blankenburger Süden,keine Daten,keine Daten,keine Daten,2023
3300516,Heinersdorf,21.33,77,20.14,2023
3300517,Märchenland,keine Daten,keine Daten,keine Daten,2023
3400618,Rosenthal,12.15,44,13.05,2023
3400619,Wilhelmsruh,11.98,35,12.84,2023
3400620,Schönholz,16.67,7,16.44,2023
3400721,Florakiez,14.78,50,14.11,2023
3400722,Parkstraße,11.49,9,12.02,2023
3400723,Garbátyplatz,17,23,16.53,2023
3400724,Wolfshagener Straße,9.67,32,10.76,2023
3400725,Schlosspark,13.59,15,13.91,2023
3400826,Tiroler Viertel,23.75,32,21.71,2023
3400827,Trelleborger Viertel,15.42,28,15.34,2023
3400828,Spiekermann Straße,16.36,38,16.49,2023
3400829,Arnold-Zweig-Straße,12,15,11.57,2023
3400830,Kissingenviertel,8.6,8,9.1,2023
3400831,Pankower Tor,keine Daten,keine Daten,keine Daten,2023
3500932,Bühringstraße,22.01,16,23.97,2023
3500933,Weißer See,13.91,24,15.38,2023
3500934,Weißenseer Spitze,15,36,16.58,2023
3500935,Behaimstraße,14.5,27,14.52,2023
3500936,Komponistenviertel Weißensee,15.21,19,14.92,2023
3501037,Rathaus Weißensee,15,45,15.38,2023
3501038,Hansastraße,14.16,14,12.21,2023
3601139,Norweger Viertel,10.35,15,12.64,2023
3601140,Malmöer Straße,16,30,16.9,2023
3601141,Arnimplatz,22,39,19.5,2023
3601142,Falkplatz,18.93,62,19.7,2023
3601243,Rodenbergstraße,14.89,30,16,2023
3601244,Humannplatz,14.06,22,14.6,2023
3601245,Ostseestraße,9.63,44,11.6,2023
3601346,Gethsemanekirche,22.5,31,21.33,2023
3601347,Helmholtzplatz,17.65,33,16.89,2023
3601348,Senefelderstraße,16.68,21,17.93,2023
3601449,Michelangelostraße,6.91,24,7.91,2023
3601450,Volkspark Prenzlauer Berg,18.33,3,19.16,2023
3601451,Anton-Saefkow-Park,14,24,15.75,2023
3601452,Velodrom,23.66,40,20.82,2023
3601453,Alter Schlachthof,17.13,8,17.24,2023
3701554,Teutoburger Platz,20,70,20.73,2023
3701555,Sredzkistraße,16.69,18,16.07,2023
3701556,Kollwitzplatz,18.73,61,19.55,2023
3701657,Thälmannpark,6.97,14,11.12,2023
3701658,Christburger Straße,18.42,36,18.87,2023
3701659,Immanuelkirchstraße,18.79,26,19.89,2023
3701660,Bötzowstraße,16.74,39,15.33,2023
4100101,Jungfernheide/Plötzensee,6.3,25,7.41,2023
4100102,Paul-Hertz-Siedlung,6.2,52,6.57,2023
4200203,Olympiagelände,15.63,3,14.54,2023
4200204,Angerburger Allee,8.95,58,9.92,2023
4200205,Flatowallee,9.11,3,13.89,2023
4200206,Kranzallee,9.74,6,11.61,2023
4200207,Eichkamp,keine Daten,keine Daten,keine Daten,2023
4200308,Branitzer Platz,12.42,14,14.43,2023
4200309,Neu Westend,13.72,25,14.12,2023
4200310,Fürstenplatz,17,29,16.19,2023
4200311,Königin-Elisabeth-Straße,11.78,23,12.5,2023
4300412,Schlossgarten,20.07,34,17.97,2023
4300413,Klausenerplatz,9.79,27,12.16,2023
4300414,Schloß Charlottenburg,13.06,26,15.23,2023
4300415,Lietzensee,23.08,12,21.99,2023
4300416,Amtsgerichtsplatz,18,31,17.94,2023
4300517,Tegeler Weg,14.67,24,16.06,2023
4300518,Kaiserin-Augusta-Allee,17.38,17,16.5,2023
4300619,Alt-Lietzow,12.02,70,14.11,2023
4300620,Spreestadt,22.11,45,20.11,2023
4300621,Richard-Wagner-Straße,16.45,50,16.16,2023
4300622,Ernst-Reuter-Platz,16.95,42,16.52,2023
4300623,Karl-August-Platz,17.77,71,19.27,2023
4300624,Savignyplatz,17.64,53,18.41,2023
4400725,Güterbahnhof Grunewald,keine Daten,keine Daten,keine Daten,2023
4400726,Bismarckallee,22,12,22.37,2023
4400727,Flinsberger Platz,15.12,45,15.48,2023
4400728,Hagenplatz,17.22,16,17.96,2023
4400729,Hundekehle,20,10,21.18,2023
4400830,Forckenbeckstraße,20,54,18.91,2023
4400831,Messelpark,23,14,21.67,2023
4400832,Breite Straße,12.8,12,13.82,2023
4400833,Schlangenbader Straße,9.7,10,13.91,2023
4400834,Binger Straße,18.75,6,16.06,2023
4400835,Rüdesheimer Platz,14.48,26,14.49,2023
4500936,Droysenstraße,14.78,20,17.97,2023
4500937,Halensee,19.05,36,19.76,2023
4500938,Hochmeisterplatz,17.86,41,18.06,2023
4500939,Eisenzahnstraße,21.18,36,21.28,2023
4501040,Hindemithplatz,19.68,21,19.92,2023
4501041,George-Grosz-Platz,18.76,37,19.79,2023
4501042,Breitscheidplatz,25.61,27,22.93,2023
4501043,Preußenpark,18.12,57,18.97,2023
4501044,Ludwigkirchplatz,17.78,12,17.89,2023
4501045,Schaperstraße,22.88,55,21.45,2023
4501146,Barstraße,15.57,5,16.15,2023
4501147,Leon-Jessel-Platz,18,14,18.76,2023
4501148,Brabanter Platz,17.67,20,19.3,2023
4501149,Nikolsburger Platz,16.67,29,17.45,2023
4501150,Wilhelmsaue,16.25,12,18.96,2023
4501151,Hildegardstraße,17.84,20,17.68,2023
4501152,Prager Platz,18,24,17.89,2023
4501153,Babelsberger Straße,17.83,25,18.57,2023
5100101,Hakenfelde Nord,17,38,14.89,2023
5100102,Am Forstacker,12.61,26,11.5,2023
5100103,Mertensstraße,10.45,47,10.97,2023
5100104,Maselake,17,48,15.05,2023
5100105,Amorbacher Weg,10.5,18,12.04,2023
5100206,Griesingerstraße,5.89,23,6.75,2023
5100207,An der Tränke,10.27,3,12.35,2023
5100208,Im Spektefeld,6.8,81,7.93,2023
5100209,Westerwaldstraße,6.78,24,6.55,2023
5100210,Germersheimer Platz,8.33,22,8.82,2023
5100211,An der Kappe,11.43,10,12.92,2023
5100312,Eckschanze,9.58,19,11.33,2023
5100313,Eiswerder,17.05,46,16.62,2023
5100314,Kurstraße,11,59,11.96,2023
5100315,Ackerstraße,16.47,65,14.4,2023
5100316,Carl-Schurz-Straße,6.78,55,8.87,2023
5100317,Freiheit,11.91,14,12.43,2023
5200418,Isenburger Weg,14.08,3,14,2023
5200419,Am Heideberg,keine Daten,keine Daten,keine Daten,2023
5200420,Staakener Straße,15,10,15.11,2023
5200421,Spandauer Straße,9.74,4,9.62,2023
5200422,Werkstraße,14,25,14.19,2023
5200423,Magistratsweg,7.55,40,8.49,2023
5200524,Döberitzer Weg,9,4,9.69,2023
5200525,Pillnitzer Weg,9.55,20,10.92,2023
5200526,Rudolf-Wissell-Großsiedlung,6.54,44,6.94,2023
5200527,Maulbeerallee,6.93,84,7.27,2023
5200528,Weinmeisterhornweg,6.7,48,8.12,2023
5200629,Borkumer Straße,11.08,54,11.92,2023
5200630,Wilhelmstadt West,12.5,64,13.1,2023
5200631,Wilhelmstadt Ost,9.68,43,9.96,2023
5200632,Tiefwerder,6.5,24,7.77,2023
5200633,Graetschelsteig,6.11,23,7.8,2023
5200634,Börnicker Straße,11,11,11.15,2023
5300735,Haveleck,9.6,54,9.75,2023
5300736,Zitadellenweg,keine Daten,keine Daten,keine Daten,2023
5300737,Gartenfelder Straße,7.45,104,8.29,2023
5300838,Gartenfeld,keine Daten,keine Daten,keine Daten,2023
5300839,Rohrdamm,9.11,84,10.5,2023
5300840,Nonnendammallee,7.04,8,7.35,2023
5300841,Siemensdamm,10.71,23,13.83,2023
5400942,Alt-Gatow,14.86,4,15.56,2023
5400943,Jägerallee,11.93,33,12.92,2023
5400944,Kladower Damm,12,3,12.28,2023
5400945,Kafkastraße,keine Daten,keine Daten,keine Daten,2023
6100101,Fichtenberg,14.1,19,16.68,2023
6100102,Schloßstraße,14.5,36,16.53,2023
6100103,Markelstraße,16.73,7,15.91,2023
6100204,Munsterdamm,16.29,11,16.27,2023
6100205,Südende,15,29,15.11,2023
6100206,Stadtpark,11.1,17,12.98,2023
6100207,Mittelstraße,10.71,18,10.85,2023
6100208,Bergstraße,13,20,14.8,2023
6100209,Feuerbachstraße,13,30,13.31,2023
6100210,Bismarckstraße,12.94,11,13.51,2023
6200311,Alt-Lankwitz,10.24,18,12.28,2023
6200312,Komponistenviertel Lankwitz,13.46,8,13.78,2023
6200313,Lankwitz Kirche,11.97,19,12.18,2023
6200314,Kaiser-Wilhelm-Straße,8.23,46,9.63,2023
6200315,Gallwitzallee,11.51,9,13.1,2023
6200316,Belßstraße,10,26,9.88,2023
6200317,Lankwitz Süd,9.56,13,11.66,2023
6200418,Landweg,keine Daten,keine Daten,keine Daten,2023
6200419,Thermometersiedlung,7.85,33,9.02,2023
6200420,Lichterfelde Süd,8.66,34,10.4,2023
6200421,Königsberger Straße,12.7,38,13.28,2023
6200422,Oberhofer Platz,11.63,16,13.46,2023
6200423,Schütte-Lanz-Straße,12.75,11,11.48,2023
6300524,Berlepschstraße,13.55,6,16.73,2023
6300525,Zehlendorf Süd,8.5,52,9.4,2023
6300526,Zehlendorf Mitte,17.17,16,17.36,2023
6300527,Sundgauer Straße,14.32,41,14.33,2023
6300528,Teltower Damm,10.5,23,12.2,2023
6300629,Botanischer Garten,10.05,22,12.59,2023
6300630,Hindenburgdamm,12.24,14,13.6,2023
6300631,Goerzwerke,10.75,13,11.83,2023
6300632,Schweizer Viertel,13.5,35,14.16,2023
6300633,Augustaplatz,14.3,33,16.34,2023
6300634,Lichterfelde West,17,13,16.77,2023
6400735,Wannsee,14.62,47,16.23,2023
6400736,Düppel,14.03,12,13.36,2023
6400737,Nikolassee,12.9,20,13.03,2023
6400838,Krumme Lanke,16.2,15,16.9,2023
6400839,Fischerhüttenstraße,keine Daten,keine Daten,keine Daten,2023
6400840,Fischtal,12.02,6,14.74,2023
6400841,Zehlendorf Eiche,12.14,20,13.73,2023
6400842,Hüttenweg,17.74,12,19.44,2023
6400843,Thielallee,12.14,4,14.32,2023
6400844,Dahlem,26.85,25,21.55,2023
7100101,Wittenbergplatz,17.53,38,18.49,2023
7100102,Kalckreuthstraße,14.23,19,16.07,2023
7100103,Frobenstraße,7.61,16,13.7,2023
7100204,Barbarossaplatz,15.89,20,17.44,2023
7100205,Alvenslebenstraße,11.24,16,16.12,2023
7100206,Großgörschenstraße,9.52,7,11.42,2023
7200307,Bayerischer Platz,11.66,26,14.57,2023
7200308,Volkspark (Rudolph-Wilde-Park),17.91,35,18.26,2023
7200409,Belziger Straße,21.01,31,20.75,2023
7200410,Feurigstraße,14.49,10,15.32,2023
7200411,Julius-Leber-Brücke,keine Daten,keine Daten,keine Daten,2023
7200412,Schöneberger Linse,14.9,21,15.32,2023
7200413,Cheruskerstraße,20.5,21,17.97,2023
7200414,Hohenfriedbergstraße,17.49,11,18.61,2023
7300515,Taunusstraße,15.88,25,17.85,2023
7300516,Odenwaldstraße,13.45,22,15.33,2023
7300517,Perelsplatz,16.99,26,17.61,2023
7300618,Ceciliengärten,18,18,19.28,2023
7300619,Grazer Platz,12.24,21,14.8,2023
7400720,Gontermannstraße,11.78,17,13.66,2023
7400721,Paradestraße,8.88,8,9.57,2023
7400822,Lindenhofsiedlung,15.87,7,16.11,2023
7400823,Wittekindstraße,7.82,20,10.13,2023
7400824,Bosepark,17.81,14,16.86,2023
7400825,Friedrich-Karl-Straße,13.54,23,13.3,2023
7400826,Marienhöhe,22.18,4,21.28,2023
7400927,Rathaus Tempelhof,14,18,16.33,2023
7400928,Germaniagarten,10.57,11,10.98,2023
7501029,Ringstraße,8.2,39,11.12,2023
7501030,Machonstraße,10.82,26,13.24,2023
7501031,Eisenacher Straße,10.02,29,10.87,2023
7501032,Imbrosweg,12.5,33,14.03,2023
7501133,Fritz-Werner-Straße,15.38,36,15.45,2023
7501134,Hundsteinweg,10.01,23,10,2023
7501135,Birnhornweg,keine Daten,keine Daten,keine Daten,2023
7601236,Marienfelder Allee Nordwest,9.99,48,13.46,2023
7601237,Kirchstraße,13.13,13,14.51,2023
7601238,Marienfelde Nordost,keine Daten,keine Daten,keine Daten,2023
7601339,Tirschenreuther Ring West,6.48,29,7.15,2023
7601340,Tirschenreuther Ring Ost,11.5,26,10.71,2023
7601341,Diedersdorfer Weg,12.04,3,14.17,2023
7601442,Kettinger Straße,10.58,28,10.74,2023
7601443,Töpchiner Weg,7.41,20,9.69,2023
7601544,John-Locke-Straße,9.74,18,11.83,2023
7601545,Nahariyastraße,8.2,101,8.51,2023
7601546,Franziusweg,11.56,12,13.76,2023
7601547,Horstwalder Straße,8.43,12,8.97,2023
7601548,Wittelsbacherstraße,11,4,12.22,2023
8100101,Hasenheide,12.5,17,15.93,2023
8100102,Schillerpromenade Nord,14.1,14,15.14,2023
8100103,Schillerpromenade Süd,14.43,21,15.14,2023
8100104,Wartheplatz,17.01,23,18.68,2023
8100105,Silbersteinstraße,16,46,17.48,2023
8100206,Flughafenstraße,13.25,29,15.5,2023
8100207,Rollberg,10,10,12,2023
8100208,Körnerpark,14,34,13.99,2023
8100209,Glasower Straße,14.26,62,15.81,2023
8100310,Maybachufer,18.21,9,17.69,2023
8100311,Reuterplatz,13.24,18,17.19,2023
8100312,Weichselplatz,12.03,31,14.04,2023
8100313,Bouchéstraße,11.06,5,14.01,2023
8100314,Donaustraße,14.86,21,16.56,2023
8100415,Ganghoferstraße,20.95,25,19.95,2023
8100416,Alt-Rixdorf,22.77,23,19.64,2023
8100417,Braunschweiger Straße,16,39,14.84,2023
8100418,Hertzbergplatz,15,17,17.52,2023
8100419,Treptower Straße Nord,10.32,8,15.25,2023
8100520,Weiße Siedlung,8.29,21,8.69,2023
8100521,Schulenburgpark,7.19,32,7.61,2023
8200622,Jahnstraße,15.5,27,15.92,2023
8200623,Park am Buschkrug,22.14,30,19.43,2023
8200624,Tempelhofer Weg,7.99,23,10.61,2023
8200725,Mohriner Allee Nord,15.5,4,14.8,2023
8200726,Hufeisensiedlung,8.83,8,9.41,2023
8200727,Parchimer Allee Süd,8.51,3,10.89,2023
8200728,Ortolanweg,keine Daten,keine Daten,keine Daten,2023
8200729,Britzer Garten,keine Daten,keine Daten,keine Daten,2023
8200730,Handwerker-Siedlung,7.73,14,8.88,2023
8200831,Buckow West,10,13,10.26,2023
8200832,Buckow Mitte,8.99,22,11.23,2023
8200833,Buckow Ost,9.5,60,11.01,2023
8300934,Gropiusstadt Nord-West,7.7,51,8.55,2023
8300935,Gropiusstadt Süd-West,12.01,6,13.95,2023
8301036,Gropiusstadt Mitte,7.27,16,9.12,2023
8301037,Gropiusstadt Süd-Ost,6.48,59,7.38,2023
8401138,Goldhähnchenweg,7.14,8,7.24,2023
8401139,Vogelviertel Süd,10.14,13,12.1,2023
8401140,Vogelviertel Nord,9.97,4,11.44,2023
8401241,Blumenviertel,16.67,9,15.31,2023
8401242,Zittauer Straße,17.11,6,18.1,2023
8401243,Alt-Rudow,13.57,31,12.27,2023
8401244,Waßmannsdorfer Chaussee,9.8,4,11.61,2023
8401245,Frauenviertel,10.52,11,10.51,2023
8401246,Waltersdorfer Chaussee Ost,7.23,16,8.35,2023
9100101,Alt-Treptow,18.75,45,20.73,2023
9100202,Plänterwald West,13.19,4,15.94,2023
9100203,Plänterwald Ost,17.83,14,18.36,2023
9100304,Baumschulenweg West,14.06,55,14.39,2023
9100305,Baumschulenweg Ost,11.49,16,14.76,2023
9100306,Späthsfelde,keine Daten,keine Daten,keine Daten,2023
9100407,Johannisthal West,17,34,15.26,2023
9100408,Johannisthal Ost,10.77,35,12.93,2023
9100409,Landschaftspark Adlershof,9.55,11,9.46,2023
9200510,Helmholtz-Kiez,11.73,65,13.24,2023
9200511,Griechischer Park,8.38,68,9.99,2023
9200512,Wuhlheide,10.67,37,11.69,2023
9200613,Bahnhof Schöneweide,16.9,99,17.13,2023
9200614,Oberspree,15.45,5,16.65,2023
9200715,Wista,11,98,11.32,2023
9200716,Dörpfeldstraße West,13.85,37,16.46,2023
9200717,Dörpfeldstraße Ost,11.72,63,13.85,2023
9200818,Spindlersfeld,19.5,101,17.49,2023
9200819,Köllnische Vorstadt,10.31,93,12.54,2023
9300920,Dorf Altglienicke,17,69,16.47,2023
9300921,Preußen Siedlung,12.89,5,12.94,2023
9300922,Kosmos Viertel,keine Daten,keine Daten,keine Daten,2023
9300923,Kölner Viertel,11.06,24,11.11,2023
9301024,Falkenberg,13.5,10,13.23,2023
9301025,Alt-Bohnsdorf,12.5,22,13.75,2023
9301126,Grünau,15.16,135,15.61,2023
9301227,Karolinenhof,18,16,16.92,2023
9301228,Schmöckwitz/Rauchfangswerder,15,10,15.46,2023
9401329,Kietzer Feld/Nachtheide,10.33,71,10.82,2023
9401330,Wendenschloß,15.39,22,17.32,2023
9401431,Allende I,6.63,20,8.65,2023
9401432,Siedlung Kämmereiheide,9.58,21,9.45,2023
9401433,Allende II,6.16,24,6.53,2023
9401534,Altstadt Köpenick,7.57,41,10.11,2023
9401635,Müggelheim,12.9,25,12.99,2023
9501736,Hirschgarten,11.37,20,11.79,2023
9501737,Alt-Friedrichshagen,12.36,56,12.93,2023
9501838,Rahnsdorf,13.64,86,13.53,2023
9501939,Bahnhofstraße,14.45,87,14.47,2023
9501940,Güterbahnhof Köpenick,12.5,36,11.98,2023
9501941,Friedrichshagener Straße,17,46,17.18,2023
9502042,Mittelheide,14,69,13.72,2023
9502043,Dammheide,10.5,27,11.39,2023
10100101,Marzahn West,5.88,29,6.05,2023
10100102,Rosenbecker Straße,11.75,37,11.56,2023
10100103,Wittenberger Straße,7.17,51,7.74,2023
10100104,Golliner Straße,6.5,20,6.58,2023
10100205,Gewerbegebiet Bitterfelder Straße,keine Daten,keine Daten,keine Daten,2023
10100206,Wuhletalstraße,11.16,42,11.84,2023
10100207,Ahrensfelder Berge,8.43,34,8.83,2023
10100208,Bürgerpark,7,45,8.59,2023
10100209,Lea-Grundig-Straße,10.19,23,9.94,2023
10100210,Marzahner Promenade,6.02,43,6.26,2023
10100311,Marzahner Chaussee,11.43,6,10.57,2023
10100312,Springpfuhl,6.11,47,6.69,2023
10100313,Alt-Marzahn,7.42,10,7.75,2023
10100314,Auersbergstraße,9.45,15,8.8,2023
10100315,Bärenstein,11.6,17,11.2,2023
10100316,Landsberger Tor,9.62,12,9.74,2023
10200417,Zossener Straße,6.35,16,7.49,2023
10200418,Kyritzer Straße,11.15,54,10.99,2023
10200419,Havelländer Ring,12.28,145,12.1,2023
10200420,Gut Hellersdorf,11.9,21,10.69,2023
10200421,Helle Mitte,10.83,55,11.05,2023
10200422,Hellersdorfer Promenade,10.28,43,9.89,2023
10200423,Böhlener Straße,keine Daten,keine Daten,keine Daten,2023
10200524,Adele-Sandrock-Straße,11.81,20,11.28,2023
10200525,Schleipfuhl,keine Daten,keine Daten,keine Daten,2023
10200526,Boulevard Kastanienallee,7.56,8,9.27,2023
10200627,Am Kienberg,7.33,9,10.1,2023
10200628,Neue Grottkauer Straße,keine Daten,keine Daten,keine Daten,2023
10200629,Teterower Ring,11.2,12,13,2023
10200630,Cecilienplatz,keine Daten,keine Daten,keine Daten,2023
