Bodenrichtwert-Nummer,district_name,standard_land_value,typical_land_use_type,typical_floor_space_ratio,reference_date
1875,Charlottenburg-Wilmersdorf,3600,W - Wohngebiet,2.5,2021-01-01 00:00:00
2293,Friedrichshain-Kreuzberg,4000,W - Wohngebiet,2,2021-01-01 00:00:00
2349,Marzahn-Hellersdorf,1000,M1 - Kerngebiet,2,2021-01-01 00:00:00
1197,Charlottenburg-Wilmersdorf,9000,M2 - Mischgebiet,3,2021-01-01 00:00:00
1638,Treptow-Köpenick,1200,W - Wohngebiet,1.5,2021-01-01 00:00:00
2040,Charlottenburg-Wilmersdorf,5000,G - Gewerbe,2.5,2021-01-01 00:00:00
1447,Lichtenberg,750,W - Wohngebiet,1,2021-01-01 00:00:00
1325,Spandau,900,W - Wohngebiet,1,2021-01-01 00:00:00
1788,Friedrichshain-Kreuzberg,4000,W - Wohngebiet,2,2021-01-01 00:00:00
1234,Pankow,800,W - Wohngebiet,0.8,2021-01-01 00:00:00
1741,Spandau,1500,W - Wohngebiet,2,2021-01-01 00:00:00
1525,Pankow,1200,W - Wohngebiet,1,2021-01-01 00:00:00
1866,Tempelhof-Schöneberg,3800,W - Wohngebiet,2.5,2021-01-01 00:00:00
1559,Steglitz-Zehlendorf,1800,W - Wohngebiet,1,2021-01-01 00:00:00
1504,Reinickendorf,1800,W - Wohngebiet,1,2021-01-01 00:00:00
2350,Lichtenberg,1500,W - Wohngebiet,1.5,2021-01-01 00:00:00
2389,Charlottenburg-Wilmersdorf,2000,W - Wohngebiet,1,2021-01-01 00:00:00
1477,Tempelhof-Schöneberg,1500,W - Wohngebiet,1,2021-01-01 00:00:00
2021,Mitte,5000,G - Gewerbe,2.5,2021-01-01 00:00:00
2367,Pankow,7000,W - Wohngebiet,2.5,2021-01-01 00:00:00
2058,Pankow,1100,W - Wohngebiet,1,2021-01-01 00:00:00
2235,Mitte,7000,W - Wohngebiet,2.5,2021-01-01 00:00:00
2435,Pankow,4500,M1 - Kerngebiet,3,2021-01-01 00:00:00
1574,Treptow-Köpenick,1000,W - Wohngebiet,1.2,2021-01-01 00:00:00
2390,Mitte,2000,W - Wohngebiet,2,2021-01-01 00:00:00
1257,Spandau,700,W - Wohngebiet,1,2021-01-01 00:00:00
1719,Spandau,1200,W - Wohngebiet,2,2021-01-01 00:00:00
1342,Marzahn-Hellersdorf,600,W - Wohngebiet,1,2021-01-01 00:00:00
1862,Charlottenburg-Wilmersdorf,3800,W - Wohngebiet,2.5,2021-01-01 00:00:00
1895,Tempelhof-Schöneberg,3500,W - Wohngebiet,3,2021-01-01 00:00:00
2202,Spandau,1000,W - Wohngebiet,1,2021-01-01 00:00:00
1309,Pankow,600,W - Wohngebiet,1,2021-01-01 00:00:00
1487,Treptow-Köpenick,1200,W - Wohngebiet,1,2021-01-01 00:00:00
2388,Pankow,1100,W - Wohngebiet,1.2,2021-01-01 00:00:00
2461,Lichtenberg,1700,W - Wohngebiet,2,2021-01-01 00:00:00
2034,Mitte,6000,G - Gewerbe,3,2021-01-01 00:00:00
2411,Mitte,60000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
1383,Spandau,2000,M1 - Kerngebiet,2.5,2021-01-01 00:00:00
1196,Treptow-Köpenick,750,W - Wohngebiet,0.8,2021-01-01 00:00:00
1190,Tempelhof-Schöneberg,750,W - Wohngebiet,1,2021-01-01 00:00:00
1407,Pankow,800,W - Wohngebiet,1,2021-01-01 00:00:00
1688,Pankow,2500,W - Wohngebiet,1.5,2021-01-01 00:00:00
2310,Pankow,4800,W - Wohngebiet,2.5,2021-01-01 00:00:00
2430,Pankow,1100,W - Wohngebiet,1,2021-01-01 00:00:00
1654,Pankow,2500,W - Wohngebiet,1.5,2021-01-01 00:00:00
1275,Steglitz-Zehlendorf,7000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
1644,Treptow-Köpenick,1300,W - Wohngebiet,1.5,2021-01-01 00:00:00
2444,Lichtenberg,1500,W - Wohngebiet,1.8,2021-01-01 00:00:00
1843,Friedrichshain-Kreuzberg,4500,W - Wohngebiet,2.5,2021-01-01 00:00:00
2294,Friedrichshain-Kreuzberg,5500,W - Wohngebiet,2.5,2021-01-01 00:00:00
2392,Pankow,6000,W - Wohngebiet,2.5,2021-01-01 00:00:00
1635,Spandau,1000,W - Wohngebiet,1.2,2021-01-01 00:00:00
1832,Mitte,2500,W - Wohngebiet,2.5,2021-01-01 00:00:00
2397,Tempelhof-Schöneberg,1700,W - Wohngebiet,1.5,2021-01-01 00:00:00
2400,Mitte,2500,W - Wohngebiet,2.5,2021-01-01 00:00:00
1152,Lichtenberg,800,W - Wohngebiet,0.8,2021-01-01 00:00:00
2165,Marzahn-Hellersdorf,750,W - Wohngebiet,1.2,2021-01-01 00:00:00
2456,Lichtenberg,600,W - Wohngebiet,1,2021-01-01 00:00:00
2401,Mitte,3600,W - Wohngebiet,2.5,2021-01-01 00:00:00
2025,Charlottenburg-Wilmersdorf,5000,G - Gewerbe,2,2021-01-01 00:00:00
2304,Treptow-Köpenick,800,W - Wohngebiet,1,2021-01-01 00:00:00
1603,Tempelhof-Schöneberg,900,W - Wohngebiet,1.2,2021-01-01 00:00:00
2424,Spandau,1200,W - Wohngebiet,1,2021-01-01 00:00:00
1782,Mitte,3300,W - Wohngebiet,2,2021-01-01 00:00:00
1104,Treptow-Köpenick,550,W - Wohngebiet,0.8,2021-01-01 00:00:00
2398,Steglitz-Zehlendorf,3800,W - Wohngebiet,2,2021-01-01 00:00:00
2216,Friedrichshain-Kreuzberg,7500,M1 - Kerngebiet,2.5,2021-01-01 00:00:00
1993,Neukölln,300,G - Gewerbe,-,2021-01-01 00:00:00
1983,Tempelhof-Schöneberg,500,G - Gewerbe,-,2021-01-01 00:00:00
1505,Pankow,1100,W - Wohngebiet,1,2021-01-01 00:00:00
2470,Treptow-Köpenick,1300,W - Wohngebiet,1.5,2021-01-01 00:00:00
2107,Mitte,2100,W - Wohngebiet,2,2021-01-01 00:00:00
1694,Mitte,2500,W - Wohngebiet,1.5,2021-01-01 00:00:00
1794,Mitte,8000,W - Wohngebiet,3,2021-01-01 00:00:00
2408,Friedrichshain-Kreuzberg,4500,W - Wohngebiet,2.5,2021-01-01 00:00:00
1398,Steglitz-Zehlendorf,1100,W - Wohngebiet,1,2021-01-01 00:00:00
1551,Steglitz-Zehlendorf,2000,W - Wohngebiet,1,2021-01-01 00:00:00
1339,Spandau,900,W - Wohngebiet,1,2021-01-01 00:00:00
2458,Treptow-Köpenick,1300,W - Wohngebiet,1.2,2021-01-01 00:00:00
1544,Steglitz-Zehlendorf,1500,W - Wohngebiet,1,2021-01-01 00:00:00
2419,Mitte,6000,W - Wohngebiet,2.5,2021-01-01 00:00:00
2222,Mitte,9000,W - Wohngebiet,2.5,2021-01-01 00:00:00
1849,Mitte,2800,W - Wohngebiet,2.5,2021-01-01 00:00:00
1114,Mitte,14000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
1144,Lichtenberg,900,W - Wohngebiet,1.2,2021-01-01 00:00:00
1312,Spandau,750,W - Wohngebiet,1,2021-01-01 00:00:00
2432,Spandau,1400,W - Wohngebiet,1.2,2021-01-01 00:00:00
2208,Pankow,1700,W - Wohngebiet,1,2021-01-01 00:00:00
1461,Lichtenberg,750,W - Wohngebiet,1,2021-01-01 00:00:00
2429,Spandau,1900,W - Wohngebiet,2,2021-01-01 00:00:00
1716,Treptow-Köpenick,2500,W - Wohngebiet,2,2021-01-01 00:00:00
1451,Lichtenberg,1100,W - Wohngebiet,1,2021-01-01 00:00:00
2417,Spandau,700,W - Wohngebiet,1,2021-01-01 00:00:00
2416,Spandau,700,W - Wohngebiet,1,2021-01-01 00:00:00
1626,Treptow-Köpenick,1300,W - Wohngebiet,1.5,2021-01-01 00:00:00
1478,Lichtenberg,800,W - Wohngebiet,1,2021-01-01 00:00:00
1251,Marzahn-Hellersdorf,1700,M2 - Mischgebiet,2,2021-01-01 00:00:00
1648,Charlottenburg-Wilmersdorf,2800,W - Wohngebiet,1.2,2021-01-01 00:00:00
1773,Reinickendorf,2100,W - Wohngebiet,2,2021-01-01 00:00:00
1825,Tempelhof-Schöneberg,4500,W - Wohngebiet,2,2021-01-01 00:00:00
1878,Tempelhof-Schöneberg,4500,W - Wohngebiet,2.5,2021-01-01 00:00:00
1767,Tempelhof-Schöneberg,2000,W - Wohngebiet,2,2021-01-01 00:00:00
2445,Neukölln,4000,W - Wohngebiet,2.5,2021-01-01 00:00:00
1675,Pankow,2500,W - Wohngebiet,1.5,2021-01-01 00:00:00
2024,Charlottenburg-Wilmersdorf,3000,G - Gewerbe,2,2021-01-01 00:00:00
2005,Mitte,1500,G - Gewerbe,1.5,2021-01-01 00:00:00
1315,Treptow-Köpenick,2000,M2 - Mischgebiet,2,2021-01-01 00:00:00
1033,Friedrichshain-Kreuzberg,12000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
2111,Reinickendorf,550,W - Wohngebiet,0.3,2021-01-01 00:00:00
1970,Reinickendorf,450,W - Wohngebiet,0.4,2021-01-01 00:00:00
2376,Friedrichshain-Kreuzberg,500,G - Gewerbe,-,2021-01-01 00:00:00
1915,Tempelhof-Schöneberg,750,W - Wohngebiet,0.6,2021-01-01 00:00:00
2317,Lichtenberg,1100,W - Wohngebiet,1.5,2021-01-01 00:00:00
1588,Charlottenburg-Wilmersdorf,2100,W - Wohngebiet,1,2021-01-01 00:00:00
1520,Steglitz-Zehlendorf,1600,W - Wohngebiet,1,2021-01-01 00:00:00
2454,Marzahn-Hellersdorf,1300,M2 - Mischgebiet,2,2021-01-01 00:00:00
2169,Spandau,1400,W - Wohngebiet,1.5,2021-01-01 00:00:00
1465,Reinickendorf,1000,W - Wohngebiet,1,2021-01-01 00:00:00
1547,Pankow,1300,W - Wohngebiet,1,2021-01-01 00:00:00
1132,Mitte,14000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
2468,Mitte,14000,M1 - Kerngebiet,4.5,2021-01-01 00:00:00
2173,Steglitz-Zehlendorf,3000,M2 - Mischgebiet,2,2021-01-01 00:00:00
1237,Lichtenberg,1700,M2 - Mischgebiet,2,2021-01-01 00:00:00
1350,Lichtenberg,700,W - Wohngebiet,1,2022-01-01 00:00:00
40851,Mitte,15,SF-FH - Sonstige Flächen - Friedhof,-,2022-01-01 00:00:00
1334,Marzahn-Hellersdorf,700,W - Wohngebiet,1,2022-01-01 00:00:00
41047,Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2022-01-01 00:00:00
41061,Treptow-Köpenick,250,S-WO - Sonderbaufläche - Wochenendhäuser,-,2022-01-01 00:00:00
40926,Steglitz-Zehlendorf,120,G - Gewerbliche Baufläche,-,2022-01-01 00:00:00
40950,Steglitz-Zehlendorf,40,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
1981,Reinickendorf,750,W - Wohngebiet,0.4,2022-01-01 00:00:00
1864,Reinickendorf,300,G - Gewerbe,-,2022-01-01 00:00:00
1972,Reinickendorf,730,W - Wohngebiet,0.4,2022-01-01 00:00:00
2341,Charlottenburg-Wilmersdorf,1000,G - Gewerbe,-,2022-01-01 00:00:00
1999,Reinickendorf,520,W - Wohngebiet,0.4,2022-01-01 00:00:00
1311,Spandau,610,W - Wohngebiet,0.3,2022-01-01 00:00:00
1838,Steglitz-Zehlendorf,500,G - Gewerbe,-,2022-01-01 00:00:00
2285,Treptow-Köpenick,200,G - Gewerbe,-,2022-01-01 00:00:00
2008,Reinickendorf,580,W - Wohngebiet,0.4,2022-01-01 00:00:00
1308,Treptow-Köpenick,1500,M2 - Mischgebiet,1.5,2022-01-01 00:00:00
40952,Charlottenburg-Wilmersdorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2022-01-01 00:00:00
41015,Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2022-01-01 00:00:00
2359,Marzahn-Hellersdorf,360,W - Wohngebiet,0.4,2022-01-01 00:00:00
40390,Reinickendorf,350,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
40467,Pankow,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
40525,Lichtenberg,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2022-01-01 00:00:00
40389,Reinickendorf,120,S-WO - Sonderbaufläche - Wochenendhäuser,-,2022-01-01 00:00:00
40480,Pankow,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
40548,Lichtenberg,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2022-01-01 00:00:00
40050,Steglitz-Zehlendorf,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2022-01-01 00:00:00
40244,Spandau,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
1715,Neukölln,250,G - Gewerbe,-,2022-01-01 00:00:00
1360,Marzahn-Hellersdorf,700,W - Wohngebiet,1,2022-01-01 00:00:00
40759,Neukölln,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2022-01-01 00:00:00
2405,Marzahn-Hellersdorf,250,G - Gewerbe,-,2022-01-01 00:00:00
2399,Steglitz-Zehlendorf,3000,W - Wohngebiet,2,2022-01-01 00:00:00
41034,Treptow-Köpenick,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2022-01-01 00:00:00
2416,Spandau,800,W - Wohngebiet,1,2022-01-01 00:00:00
1202,Neukölln,850,W - Wohngebiet,1,2022-01-01 00:00:00
41068,Spandau,3,LF-GR - Flächen der Land-o. Forstwirtschaft - Grünland,-,2022-01-01 00:00:00
2440,Treptow-Köpenick,500,W - Wohngebiet,0.3,2022-01-01 00:00:00
40192,Spandau,15,SF-FH - Sonstige Flächen - Friedhof,-,2022-01-01 00:00:00
1951,Neukölln,660,W - Wohngebiet,0.4,2022-01-01 00:00:00
1476,Spandau,400,G - Gewerbe,-,2022-01-01 00:00:00
2463,Spandau,1500,W - Wohngebiet,1.5,2022-01-01 00:00:00
2471,Treptow-Köpenick,590,W - Wohngebiet,0.4,2022-01-01 00:00:00
40051,Steglitz-Zehlendorf,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
1546,Steglitz-Zehlendorf,1500,W - Wohngebiet,1,2022-01-01 00:00:00
2055,Reinickendorf,400,G - Gewerbe,-,2022-01-01 00:00:00
2042,Reinickendorf,410,W - Wohngebiet,0.2,2022-01-01 00:00:00
2006,Reinickendorf,530,W - Wohngebiet,0.4,2022-01-01 00:00:00
1466,Spandau,400,W - Wohngebiet,0.4,2022-01-01 00:00:00
40850,Mitte,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2022-01-01 00:00:00
1279,Spandau,540,W - Wohngebiet,0.6,2022-01-01 00:00:00
40215,Spandau,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
40217,Spandau,40,S-WO - Sonderbaufläche - Wochenendhäuser,-,2022-01-01 00:00:00
40219,Spandau,160,G-FZT - Gewerbliche Baufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
40252,Spandau,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,-,2022-01-01 00:00:00
40253,Spandau,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2022-01-01 00:00:00
40254,Spandau,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
40255,Spandau,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2022-01-01 00:00:00
40256,Spandau,80,S-WO - Sonderbaufläche - Wochenendhäuser,-,2022-01-01 00:00:00
40007,Tempelhof-Schöneberg,320,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
1394,Spandau,400,W - Wohngebiet,0.4,2022-01-01 00:00:00
40422,Pankow,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
40423,Pankow,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2022-01-01 00:00:00
40424,Pankow,40,S-WO - Sonderbaufläche - Wochenendhäuser,-,2022-01-01 00:00:00
40425,Pankow,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2022-01-01 00:00:00
40426,Pankow,380,G-FZT - Gewerbliche Baufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
1533,Steglitz-Zehlendorf,1800,W - Wohngebiet,1,2022-01-01 00:00:00
2070,Steglitz-Zehlendorf,1700,W - Wohngebiet,1,2022-01-01 00:00:00
1788,Friedrichshain-Kreuzberg,4500,W - Wohngebiet,2,2022-01-01 00:00:00
1063,Steglitz-Zehlendorf,850,W - Wohngebiet,0.8,2022-01-01 00:00:00
1002,Spandau,600,W - Wohngebiet,0.7,2022-01-01 00:00:00
40645,Treptow-Köpenick,240,G - Gewerbliche Baufläche,-,2022-01-01 00:00:00
40646,Treptow-Köpenick,400,W-EFH - Wohnbaufläche - Ein- und Zweifamilienhäuser,-,2022-01-01 00:00:00
2053,Reinickendorf,310,W - Wohngebiet,0.1,2022-01-01 00:00:00
2148,Lichtenberg,750,G - Gewerbe,-,2022-01-01 00:00:00
40629,Treptow-Köpenick,10,SF-KGA - Sonstige Flächen - Kleingartenfläche,-,2022-01-01 00:00:00
40630,Treptow-Köpenick,15,SF-FH - Sonstige Flächen - Friedhof,-,2022-01-01 00:00:00
40750,Neukölln,15,SF-FH - Sonstige Flächen - Friedhof,-,2022-01-01 00:00:00
40751,Neukölln,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
40752,Neukölln,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2022-01-01 00:00:00
40721,Treptow-Köpenick,350,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
2058,Pankow,1500,W - Wohngebiet,1,2022-01-01 00:00:00
40873,Pankow,40,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
40985,Reinickendorf,240,G-FZT - Gewerbliche Baufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
40951,Steglitz-Zehlendorf,800,W - Wohnbaufläche,-,2022-01-01 00:00:00
2001,Reinickendorf,490,W - Wohngebiet,0.4,2022-01-01 00:00:00
2016,Charlottenburg-Wilmersdorf,4500,G - Gewerbe,2,2022-01-01 00:00:00
41035,Treptow-Köpenick,15,SF-FH - Sonstige Flächen - Friedhof,-,2022-01-01 00:00:00
41016,Treptow-Köpenick,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
41017,Treptow-Köpenick,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2022-01-01 00:00:00
41018,Treptow-Köpenick,15,SF-FH - Sonstige Flächen - Friedhof,-,2022-01-01 00:00:00
41019,Treptow-Köpenick,190,G - Gewerbliche Baufläche,-,2022-01-01 00:00:00
1423,Lichtenberg,540,W - Wohngebiet,0.4,2022-01-01 00:00:00
2071,Treptow-Köpenick,1100,W - Wohngebiet,1.5,2022-01-01 00:00:00
1766,Spandau,250,G - Gewerbe,-,2022-01-01 00:00:00
40209,Spandau,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
1821,Steglitz-Zehlendorf,900,W - Wohngebiet,0.6,2022-01-01 00:00:00
2159,Tempelhof-Schöneberg,1000,G - Gewerbe,-,2022-01-01 00:00:00
2390,Mitte,2000,W - Wohngebiet,2,2022-01-01 00:00:00
1551,Steglitz-Zehlendorf,2200,W - Wohngebiet,1,2022-01-01 00:00:00
1102,Friedrichshain-Kreuzberg,2200,W - Wohngebiet,1.2,2022-01-01 00:00:00
2418,Lichtenberg,1100,W - Wohngebiet,1.2,2022-01-01 00:00:00
2375,Pankow,950,W - Wohngebiet,0.8,2022-01-01 00:00:00
2336,Treptow-Köpenick,1500,W - Wohngebiet,1.5,2022-01-01 00:00:00
1943,Neukölln,550,W - Wohngebiet,0.4,2022-01-01 00:00:00
1966,Neukölln,410,W - Wohngebiet,0.1,2022-01-01 00:00:00
2215,Spandau,400,W - Wohngebiet,0.4,2022-01-01 00:00:00
1137,Treptow-Köpenick,250,Gp - Gewerbe produzierend,-,2022-01-01 00:00:00
40836,Mitte,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
2472,Treptow-Köpenick,250,G - Gewerbe,-,2022-01-01 00:00:00
40393,Reinickendorf,240,G - Gewerbliche Baufläche,-,2022-01-01 00:00:00
2234,Mitte,17000,M1 - Kerngebiet,4.5,2022-01-01 00:00:00
2120,Treptow-Köpenick,1500,G - Gewerbe,2,2022-01-01 00:00:00
1986,Mitte,3000,G - Gewerbe,2,2022-01-01 00:00:00
2467,Mitte,15000,M1 - Kerngebiet,4.5,2022-01-01 00:00:00
40838,Mitte,800,W-MFH - Wohnbaufläche - Mehrfamilienhäuser,-,2022-01-01 00:00:00
1335,Mitte,23000,M1 - Kerngebiet,4.5,2022-01-01 00:00:00
2210,Mitte,17000,M1 - Kerngebiet,4.5,2022-01-01 00:00:00
1650,Mitte,5000,W - Wohngebiet,1.2,2022-01-01 00:00:00
2480,Spandau,1500,G - Gewerbe,2,2022-01-01 00:00:00
1232,Charlottenburg-Wilmersdorf,16000,M1 - Kerngebiet,4.5,2022-01-01 00:00:00
1023,Treptow-Köpenick,450,W - Wohngebiet,0.2,2022-01-01 00:00:00
2062,Spandau,2700,M2 - Mischgebiet,3.5,2022-01-01 00:00:00
2112,Reinickendorf,520,W - Wohngebiet,0.4,2022-01-01 00:00:00
40794,Friedrichshain-Kreuzberg,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
40875,Pankow,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
2258,Mitte,1300,GB - Gemeinbedarf,-,2022-01-01 00:00:00
1629,Steglitz-Zehlendorf,850,W - Wohngebiet,1.2,2022-01-01 00:00:00
40884,Reinickendorf,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
40826,Mitte,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2022-01-01 00:00:00
1510,Steglitz-Zehlendorf,1500,W - Wohngebiet,1,2022-01-01 00:00:00
40822,Friedrichshain-Kreuzberg,600,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
40832,Mitte,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
2275,Steglitz-Zehlendorf,240,GB - Gemeinbedarf,-,2022-01-01 00:00:00
40795,Friedrichshain-Kreuzberg,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2022-01-01 00:00:00
2475,Treptow-Köpenick,300,G - Gewerbe,-,2022-01-01 00:00:00
40833,Mitte,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2022-01-01 00:00:00
40834,Mitte,510,W - Wohnbaufläche,-,2022-01-01 00:00:00
1197,Charlottenburg-Wilmersdorf,9500,M2 - Mischgebiet,3,2022-01-01 00:00:00
40431,Pankow,250,W-EFH - Wohnbaufläche - Ein- und Zweifamilienhäuser,-,2022-01-01 00:00:00
40433,Pankow,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
2191,Treptow-Köpenick,800,W - Wohngebiet,1,2022-01-01 00:00:00
40364,Reinickendorf,1000,M - Gemischte Baufläche,-,2022-01-01 00:00:00
40435,Pankow,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2022-01-01 00:00:00
40436,Pankow,120,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
1669,Pankow,380,W - Wohngebiet,0.4,2022-01-01 00:00:00
2435,Pankow,6000,M1 - Kerngebiet,3,2022-01-01 00:00:00
40437,Pankow,120,G - Gewerbliche Baufläche,-,2022-01-01 00:00:00
1649,Pankow,400,W - Wohngebiet,0.6,2022-01-01 00:00:00
40837,Mitte,360,G - Gewerbliche Baufläche,-,2022-01-01 00:00:00
40896,Lichtenberg,120,G - Gewerbliche Baufläche,-,2022-01-01 00:00:00
2507,Tempelhof-Schöneberg,5500,W - Wohngebiet,2.5,2022-01-01 00:00:00
2499,Charlottenburg-Wilmersdorf,6500,W - Wohngebiet,2.5,2022-01-01 00:00:00
40992,Reinickendorf,200,G - Gewerbliche Baufläche,-,2022-01-01 00:00:00
2501,Charlottenburg-Wilmersdorf,6000,W - Wohngebiet,2.5,2022-01-01 00:00:00
2502,Charlottenburg-Wilmersdorf,5500,W - Wohngebiet,2.5,2022-01-01 00:00:00
2444,Lichtenberg,1800,W - Wohngebiet,1.8,2022-01-01 00:00:00
40849,Mitte,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2022-01-01 00:00:00
40852,Mitte,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
40853,Mitte,40,SF-SPO - Sonstige Flächen - Sportfläche,-,2022-01-01 00:00:00
40854,Mitte,320,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
40855,Mitte,320,G - Gewerbliche Baufläche,-,2022-01-01 00:00:00
40856,Mitte,380,W - Wohnbaufläche,-,2022-01-01 00:00:00
40109,Charlottenburg-Wilmersdorf,15,SF-FH - Sonstige Flächen - Friedhof,-,2022-01-01 00:00:00
40110,Charlottenburg-Wilmersdorf,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
40111,Charlottenburg-Wilmersdorf,900,W-EFH - Wohnbaufläche - Ein- und Zweifamilienhäuser,-,2022-01-01 00:00:00
40112,Spandau,1800,W-MFH - Wohnbaufläche - Mehrfamilienhäuser,-,2022-01-01 00:00:00
40113,Charlottenburg-Wilmersdorf,400,G - Gewerbliche Baufläche,-,2022-01-01 00:00:00
40114,Charlottenburg-Wilmersdorf,800,G-GD - Gewerbliche Baufläche - Handel und dienstleistungsorientiertes Gewerbe,-,2022-01-01 00:00:00
40115,Charlottenburg-Wilmersdorf,3000,GE - Gewerbegebiet,-,2022-01-01 00:00:00
40897,Lichtenberg,320,W-EFH - Wohnbaufläche - Ein- und Zweifamilienhäuser,-,2022-01-01 00:00:00
40900,Spandau,80,S-WO - Sonderbaufläche - Wochenendhäuser,-,2022-01-01 00:00:00
40876,Pankow,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2022-01-01 00:00:00
2199,Pankow,3300,W - Wohngebiet,1.5,2022-01-01 00:00:00
1664,Pankow,380,W - Wohngebiet,0.4,2022-01-01 00:00:00
2087,Lichtenberg,2000,W - Wohngebiet,1,2022-01-01 00:00:00
40878,Pankow,120,G - Gewerbliche Baufläche,-,2022-01-01 00:00:00
40454,Pankow,40,S-WO - Sonderbaufläche - Wochenendhäuser,-,2022-01-01 00:00:00
40709,Treptow-Köpenick,15,SF-FH - Sonstige Flächen - Friedhof,-,2022-01-01 00:00:00
40455,Pankow,250,W-EFH - Wohnbaufläche - Ein- und Zweifamilienhäuser,-,2022-01-01 00:00:00
2066,Charlottenburg-Wilmersdorf,6500,W - Wohngebiet,2.5,2022-01-01 00:00:00
40796,Friedrichshain-Kreuzberg,600,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
1416,Lichtenberg,1000,W - Wohngebiet,1,2022-01-01 00:00:00
40827,Mitte,280,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
2088,Friedrichshain-Kreuzberg,4000,W - Wohngebiet,2,2022-01-01 00:00:00
40902,Spandau,3.8,LF-A - Flächen der Land-o. Forstwirtschaft - Acker,-,2022-01-01 00:00:00
40823,Friedrichshain-Kreuzberg,15,SF - Sonstige Flächen,-,2022-01-01 00:00:00
40879,Pankow,0.6,LF-F - Flächen der Land-o. Forstwirtschaft - forstwirtschaftliche Fläche,-,2022-01-01 00:00:00
40903,Spandau,120,S-FZT - Sonderbaufläche - Freizeit und Touristik,-,2022-01-01 00:00:00
