id,name,address,postal_code,district,latitude,longitude,operator,capacity,source,created_at,updated_at,neighborhood
896,Kinderladen Mauersegler,"Lankwitzer Straße 10, 12209 Berlin",12209,Nan,52.4294656,13.3318817,Montessori-Kinderladen-Mitte e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Steglitz-Zehlendorf
897,Kita Zwergplaneten,"Hobrechtstraße 8, 12043 Berlin",12043,Neukölln,52.4865934,13.427025,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
898,Kita Wichtelgarten,"Donaustraße 6, 12043 Berlin",12043,Neukölln,52.4848431,13.4304025,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
899,Hort Sonnenkids,Unknown,00000,Nan,52.4859971,13.4299233,AWO,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
900,Kita Mascha und der Bär,Unknown,00000,Nan,52.5335406,13.4363569,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
901,Die drei Affen,"Kienitzer Straße 16, 12053 Berlin",12053,Neukölln,52.4774047,13.4363789,Die drei Affen gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
902,Kita Sturmtüten,"Pasteurstraße 38, 10407 Berlin",10407,Nan,52.5319711,13.4365524,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
903,Kita Cheburashka,"Bernhard-Lichtenberg-Straße 9, 10407 Berlin",10407,Prenzlauer Berg,52.5352608,13.4370167,Cheburashka gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
904,Kleine Helden Köpenick,"Müggelheimer Straße 45, 12555 Berlin",12555,Köpenick,52.4428984,13.5822594,Kleine Helden Köpenick gGmbh,24.0,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Treptow-Köpenick
905,Grashüpferchen,"Hildburghauser Straße 73, 12279 Berlin",12279,Marienfelde,52.4149774,13.3451245,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Steglitz-Zehlendorf
906,Die Ameisen,"Dudenstraße 17, 10965 Berlin",10965,Tempelhof,52.4848675,13.3826789,Aalem el Atfal - Welt der Kinder e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Friedrichshain-Kreuzberg
907,Kita Columbus,"Weisestraße 26, 12049 Berlin",12049,Neukölln,52.4746674,13.4246236,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
908,Kita LuftBallon 2,Unknown,00000,Nan,52.563972,13.3304057,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Reinickendorf
909,Bazuba Kaminka,"Dunckerstraße 77, 10437 Berlin",10437,Prenzlauer Berg,52.5435972,13.4214935,Sonnenburg Soziale Dienste gUG,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
910,Deutsch-Chinesische Kita,"Dunckerstraße 90a, 10437 Berlin",10437,Prenzlauer Berg,52.5405349,13.4187389,Das China Büro e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
911,10 Vorne,"Schliemannstraße 33, 10437 Berlin",10437,Prenzlauer Berg,52.5437922,13.4196071,10 Vorne e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
912,Mischpoke,"Lychener Straße 76, 10437 Berlin",10437,Prenzlauer Berg,52.5464213,13.4208491,Mischpoke e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
913,Berliner Pandabären,"Schliemannstraße 42, 10437 Berlin",10437,Prenzlauer Berg,52.5418356,13.4170637,Interkulturelle Kindheit gUG,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
914,Schaukelpferd,"Schliemannstraße 47, 10437 Berlin",10437,Prenzlauer Berg,52.5410091,13.4166785,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
915,EKT - Die Mini-Entdecker e.V.,Unknown,00000,Nan,52.5622526,13.3575071,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Reinickendorf
916,Kangaroo Garden,Unknown,00000,Nan,52.4970077,13.2977864,Kids in Berlin,20.0,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
917,Wallaby,Unknown,00000,Nan,52.4971867,13.297558,Kids in Berlin,10.0,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
918,Kinderladen Löwenherz,"Bergmannstraße 69, 10961 Berlin",10961,Nan,52.4889788,13.4004521,EKT – Löwenherz & Spunk e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Friedrichshain-Kreuzberg
919,Kita Erdmännchen,Unknown,00000,Nan,52.4342756,13.4549609,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
920,Kita Feuerfalter,"Chausseestraße 84, 10115 Berlin",10115,Mitte,52.5378211,13.3731736,Socius - Die Bildungspartner gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
921,Kita Smile,Unknown,00000,Nan,52.5573319,13.3420415,Smile Kindergärten gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
922,Kita Müllerstraße,"Müllerstraße 64, 13349 Berlin",13349,Wedding,52.5560566,13.3425785,Johemi Kindertagesstätten gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
923,Hort Orenda,Unknown,00000,Nan,52.3840683,13.3884783,IKT Stadtindianer e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
924,Krippe Barfusstraße,"Barfusstraße 14, 13349 Berlin",13349,Wedding,52.5555769,13.3473642,Johemi Kindertagesstätten gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
925,Kita Ofener Straße,"Ofener Straße 15, 13349 Berlin",13349,Wedding,52.5554114,13.3437334,Johemi Kindertagesstätten gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
926,Kita PiratenKids,Unknown,00000,Nan,52.5533836,13.3385457,PiratenKids gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
927,Kita Kinderkiez,"Wexstraße 22, 10715 Berlin",10715,Wilmersdorf,52.4788304,13.3334177,Kinderkiez Grün gUG,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
928,Die Glückstupfen,Unknown,00000,Nan,52.4788854,13.3246408,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
929,Papillon Rouge,"Katharinenstraße 20, 10711 Berlin",10711,Halensee,52.4995188,13.2924451,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
930,Schülerladen Hasenbau,Unknown,00000,Nan,52.4934198,13.4178672,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Friedrichshain-Kreuzberg
931,Kita Freche Früchte,"Transvaalstraße 46, 13351 Berlin",13351,Wedding,52.5538571,13.344768,Kita Freche Früchte gUG,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
932,Kita Pîya,"Barfusstraße 13, 13349 Berlin",13349,Wedding,52.555568,13.3467226,Yekmal e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
933,"Kita Paradiesvögel ""Die Elstern""","Schönwalder Straße 17, 13347 Berlin",13347,Gesundbrunnen,52.5420536,13.3706773,eventus-BILDUNG e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
934,Kita Ritterburg,"Ritterstraße 35, 10969 Berlin",10969,Kreuzberg,52.5031615,13.4051772,Nestwärme e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Friedrichshain-Kreuzberg
935,Kindertagesstätte Tübinger Straße,"Tübinger Straße 1, 10715 Berlin",10715,Wilmersdorf,52.4807907,13.3305635,Nachbarschaftsheim Schöneberg e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
936,KiLa Friedenauer Spatzen,"Sponholzstraße 51-52, 12159 Berlin",12159,Schöneberg,52.4744918,13.3408347,Frecher Spatz e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
937,Kita Kleine Küken,"Brandenburgische Straße 84/85, 10713 Berlin",10713,Wilmersdorf,52.4870552,13.3192157,Kinderladen Kleine Küken gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
938,Vielfalter,Unknown,00000,Nan,52.5542417,13.373197,Konsti e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
939,Kindertagespflegestelle Bouwmann,Unknown,00000,Nan,52.4668259,13.3328411,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
940,Kita Die Bärenbande,Unknown,00000,Nan,52.5601366,13.3804655,BEB Bildungseinrichtung für Erziehung und Bildung e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
941,Naturdetektive Kita Cecilien,"Ceciliengärten 40, 12159 Berlin",12159,Schöneberg,52.4738074,13.3430084,Naturdetektive gUG,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
942,Krabbelkiste,"Rubensstraße 28, 12159 Berlin",12159,Schöneberg,52.474822,13.3428716,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
943,Multi Lingua INternationaler Kindergarten,"Seesener Straße 44-46, 10711 Berlin",10711,Halensee,52.4940751,13.2940937,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
944,Krippe Die Mäuschen,"Holsteinische Straße 33a, 12161 Berlin",12161,Friedenau,52.4662891,13.3333798,Schöneberger Vorschulerziehung e.V,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
945,Kita MANNA Maria,"Mariendorfer Weg 28, 12051 Berlin",12051,Neukölln,52.4639499,13.4247009,Malteser Hilfsdienst e.V.,84.0,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
946,Spreepferdchen Waldorforientierte Kita,"Laubacher Straße 35, 14197 Berlin",14197,Wilmersdorf,52.4752629,13.3199592,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
947,Kleine Knöpfe,"Barstraße 28, 10713 Berlin",10713,Wilmersdorf,52.4818137,13.3132331,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
948,Not Provided,Unknown,00000,Nan,52.4419303,13.4462582,Evangelischer Kirchenkreis Neukölln,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
949,Familya Adlershof,Unknown,00000,Nan,52.4366156,13.5273346,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Treptow-Köpenick
950,Alegria,Unknown,00000,Nan,52.511901,13.3882818,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
951,Platypus,"Blissestraße 60, 10713 Berlin",10713,Wilmersdorf,52.4798579,13.3200941,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
952,Knopf & Knöpfchen,"Fritz-Elsas-Straße 17, 10825 Berlin",10825,Schöneberg,52.482413,13.3427252,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
953,Kindertagespflege Windelflitzer,"Kärntener Straße 29, 10827 Berlin",10827,Schöneberg,52.4804977,13.347445,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
954,Kita Estrellitas,"Kärntener Straße 25, 10827 Berlin",10827,Schöneberg,52.4790958,13.347855,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
955,Umme Ecke,Unknown,00000,Nan,52.5060031,13.2928233,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
956,"Kindergarten ""Zum guten Hirten""","Bundesallee 76a, 12161 Berlin",12161,Friedenau,52.4708061,13.327969,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
957,Kita Grunewaldstraße,"Ermanstraße 26, 12163 Berlin",12163,Steglitz,52.4594932,13.3140264,Kant-Kindergarten gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Steglitz-Zehlendorf
958,Kinder- und Schülerladen Milchzahn,"Bundesallee 76, 12161 Berlin",12161,Friedenau,52.4709495,13.3280256,EKT Milchzahn e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
959,Montessori-Kinderhaus im IBZ,"Wiesbadener Straße 18, 14197 Berlin",14197,Wilmersdorf,52.4718964,13.3185831,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
960,Kita Rubin,"Handjerystraße 60, 12161 Berlin",12161,Friedenau,52.4689308,13.3299392,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
961,Kita Prinz Rose,"Nogatstraße 45, 12051 Berlin",12051,Neukölln,52.4696638,13.4357168,Orte für Kinder,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
962,Schülerladen Große Pause,"Schwalbacher Straße 7, 12161 Berlin",12161,Friedenau,52.4700411,13.3207452,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
963,Kindergarten Happy Kids,"Kreuznacher Straße 9, 14197 Berlin",14197,Steglitz,52.4669055,13.319136,Happy Kids gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
964,Schülerladen Eisbären,"Odenwaldstraße 26, 12161 Berlin",12161,Friedenau,52.4687155,13.3265408,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
965,Himpelchen & Pimpelchen,"Koburger Straße 4, 10825 Berlin",10825,Schöneberg,52.4813021,13.3465303,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
966,Kita Aurorafalter,"Dovestraße 3d, 10587 Berlin",10587,Nan,52.5204869,13.3196886,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
967,Kita Spreekinder 1,"Griechische Allee 1, 12459 Berlin",12459,Oberschöneweide,52.4648862,13.5138867,kijufa gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Treptow-Köpenick
968,mi nido,Unknown,00000,Nan,52.4979207,13.2997951,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
969,Dolgensee Kids,Unknown,00000,Nan,52.4941825,13.5069902,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Lichtenberg
970,KitaHausburg,"Thaerstraße 28B, 10249 Berlin",10249,Prenzlauer Berg,52.5240554,13.4573638,MiniKitas First gGmbH,23.0,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
971,Konsti e.V.,Unknown,00000,Nan,52.5541064,13.3513152,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
972,"Kita ""Gartenkinder""","Irmfriedstraße 64, 12683 Berlin",12683,Biesdorf,52.534004,13.5729459,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Marzahn-Hellersdorf
973,Kita Tautropfen,"Steglitzer Damm 69a, 12169 Berlin",12169,Steglitz,52.4501946,13.3485249,AWO pro:mensch gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Steglitz-Zehlendorf
974,Kita die kleinen Grünschnäbel III,Unknown,00000,Nan,52.4480638,13.3061017,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Steglitz-Zehlendorf
975,Baum und Borke,Unknown,00000,Nan,52.641878,13.4899232,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
976,Oskar der Baum & seine Freunde,"Joachim-Friedrich-Straße 29, 10711 Berlin",10711,Halensee,52.5010974,13.2969201,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
977,Kita Grashüpferchen,"Mariendorfer Damm 336, 12107 Berlin",12107,Mariendorf,52.4236726,13.3951907,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
978,Musikkita Kleiner Fratz,"Karl-Marx-Straße 145, 12043 Berlin",12043,Neukölln,52.4767068,13.4394137,Kleiner Fratz gGmbH,70.0,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
979,Kita Zitterbacke,Unknown,00000,Nan,52.5857206,13.4023069,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
980,Netzwerkhort,"Christburger Straße 7, 10405 Berlin",10405,Nan,52.536028,13.4256762,Netzwerk Spiel/Kultur Prenzlauer Berg e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
981,Hort im Gartenhaus,"Winsstraße 49, 10405 Berlin",10405,Nan,52.5355556,13.4256788,Netzwerk Spiel/Kultur Prenzlauer Berg e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
982,KiTa Kleine Wölkchen,Unknown,00000,Nan,52.5592583,13.3848095,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
983,Kita Mondstern,Seeburger Straße 65,00000,Nan,52.526616,13.1840058,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Spandau
984,Kita CampusSterne,"Lindenberger Weg 74, 13125 Berlin",13125,Buch,52.6274748,13.5045691,SEHstern e. V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
985,Remmi Demmi,"Greifenhagener Straße 29, 10437 Berlin",10437,Nan,52.551644,13.4189748,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
986,KiBa,"Raumerstraße 19, 10437 Berlin",10437,Prenzlauer Berg,52.5414874,13.422291,KiBa e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
987,Kita Hauptstadtracker,"Herrfurthplatz 3, 12049 Berlin",12049,Neukölln,52.4775867,13.4225075,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
988,Siebenschön,Unknown,00000,Nan,52.5614794,13.3816004,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
989,Der kleine Muck,Unknown,00000,Nan,52.5549678,13.3774141,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
990,Kita Krümel-Zwerge,Unknown,00000,Nan,52.4212839,13.5393365,offensiv'91 e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Treptow-Köpenick
991,Kunti Bunti,"Jonasstraße 31, 12053 Berlin",12053,Neukölln,52.4711972,13.4309561,Koblé gGmbH,39.0,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
992,Paradiesäpfel,Unknown,00000,Nan,52.5534696,13.4134009,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
993,Kita Salamander,"Weidenweg 53, 10247 Berlin",10247,Friedrichshain,52.5191002,13.4543109,Kita Salamander gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Friedrichshain-Kreuzberg
994,Pankonauten,"Ravenéstraße 10, 13347 Berlin",13347,Nan,52.5429077,13.3729287,Pankonauten e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
995,Kinderladen Alles Banane,"Graefestraße 39, 10967 Berlin",10967,Kreuzberg,52.4894211,13.414765,Alles Banane e. V.,18.0,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Friedrichshain-Kreuzberg
996,Kita Sonnenblümchen,"Graefestraße 43, 10967 Berlin",10967,Kreuzberg,52.4885575,13.4140792,EKT Sonnenblümchen e. V.,40.0,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Friedrichshain-Kreuzberg
997,Platanus Kita,Unknown,00000,Nan,52.5665208,13.4140069,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
998,Mikematze,"Berliner Allee 110, 13088 Berlin",13088,Nan,52.5498,13.4600205,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
999,"Kita ""Dorothea""","Dorotheastraße 27, 10318 Berlin",10318,Nan,52.4848126,13.5224995,Verein für aktive Vielfalt e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Lichtenberg
1000,Kita Resi,Unknown,00000,Nan,52.5732996,13.3596456,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Reinickendorf
1001,Kita Ringelblume,"Reinickendorfer Straße 32, 13347 Berlin",13347,Nan,52.547554,13.3695056,FBE gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
1002,Kita Zauberschlüssel,"Bizetstraße 53, 13088 Berlin",13088,Nan,52.5480476,13.4542927,Rednik GmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
1003,Junior 1 - KiTa im Fenngarten,"Fennstraße 5-6, 12439 Berlin",12439,Niederschöneweide,52.4539597,13.516903,junior JOEL IM FENNGARTEN – gUG (haftungsbeschränkt),Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Treptow-Köpenick
1004,Kinderladen Kleine Riesen,"Borodinstraße 11, 13088 Berlin",13088,Weißensee,52.5464452,13.4526054,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Pankow
1005,Bonifatius Buchenblatt,"Tempelhofer Damm 96, 12101 Berlin",12101,Tempelhof,52.4726688,13.3853501,Kindertagesstätte Bonifatius Buchenblatt gGmbH,144.0,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
1006,Tagesgroßpflege Ilona Rensch & Katrin Hensel,"Südendstraße 58, 12169 Berlin",12169,Steglitz,52.4565252,13.3284946,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Steglitz-Zehlendorf
1007,Die Zauberflöten,"Bismarckstraße 25, 10625 Berlin",10625,Nan,52.5125572,13.3119212,Familie im Zentrum FiZ gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
1008,Kita Raduga,"Fechnerstraße 18, 10717 Berlin",10717,Wilmersdorf,52.4885921,13.3213488,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
1009,Kinderladen Donnerbagger,"Fechnerstraße 13, 10717 Berlin",10717,Wilmersdorf,52.488192,13.321453,Donnerbagger - Verein für kindliche Bewegungstherapie e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
1010,Tagesgroßpflege Mäusegruppe,"Bergstraße 5, 12169 Berlin",12169,Steglitz,52.4578724,13.3280658,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Steglitz-Zehlendorf
1011,freude Kindergarten,"Roseggerstraße 13, 12059 Berlin",12059,Neukölln,52.479425,13.4458064,FREUDE Kindergärten Süd-Ost gGmbH,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
1012,GeierBande,Unknown,00000,Nan,52.5087609,13.2964749,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
1013,Matschmonster II,"Pätzer Straße 17, 12359 Berlin",12359,Nan,52.4521113,13.4388616,Matschmonster e.V.,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
1014,Matschmonster I,"Britzer Damm 101, 12347 Berlin",12347,Nan,52.4538432,13.438448,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Neukölln
1015,lilolei,Unknown,00000,Nan,52.4936139,13.322029,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
1016,Freude Kindergarten Süd-Ost gGmbH,Unknown,00000,Nan,52.5604422,13.3805706,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Mitte
1017,Kindergruppe Lassymoss,Unknown,00000,Nan,52.5109758,13.2834616,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
1018,KITA Kaiser-Friedrich-Straße,Unknown,00000,Nan,52.5155013,13.3005291,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
1019,Not Provided,Unknown,00000,Nan,52.5141881,13.300778,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Charlottenburg-Wilmersdorf
1020,Naturdetektive Kita Marienfelder,"Marienfelder Allee 102, 12277 Berlin",12277,Marienfelde,52.4177738,13.3664801,Unknown,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
1021,Kita Arielle 3,"Alt-Tempelhof 5, 12099 Berlin",12099,Tempelhof,52.4655764,13.3885447,Grenzenlos Kind gUG,Unknown,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
1022,Kita Juniorplaneten,"Alt-Mariendorf 25, 12107 Berlin",12107,Mariendorf,52.4402781,13.3894742,Sprache Verbindet IB gGmbH,36.0,openstreetmap,2025-08-18 11:28:11,2025-08-18 11:28:11,Tempelhof-Schöneberg
